usuario_id,ingreso_mensual,gasto_mensual_promedio,deuda_mensual,ahorro_mensual_estimado,porcentaje_gastos_ingreso,nivel_endeudamiento,porcentaje_ahorro_ingreso,frecuencia_ahorro,perfil_financiero,estado
USR0269,2199.8,1186.12,398.57,1013.68,53.92,18.12,46.08,Alta,Saludable,ACTIVO
USR0270,6419.33,2462.95,124.04,3956.38,38.37,1.93,61.63,Alta,Saludable,ACTIVO
USR0271,2229.54,1225.56,405.64,1003.97,54.97,18.19,45.03,Alta,Saludable,ACTIVO
USR0272,4727.37,3331.45,1245.38,1395.92,70.47,26.34,29.53,Alta,En observación,ACTIVO
USR0273,4029.49,3966.65,527.28,62.84,98.44,13.09,1.56,Baja,En riesgo,ACTIVO
USR0274,4525.38,2763.6,834.95,1761.78,61.07,18.45,38.93,Alta,En observación,INACTIVO
USR0275,1577.9,1134.89,267.39,443.01,71.92,16.95,28.08,Alta,En observación,ACTIVO
USR0276,3613.32,2676.08,403.07,937.24,74.06,11.16,25.94,Alta,En observación,ACTIVO
USR0277,5223.25,4273.93,1601.49,949.32,81.83,30.66,18.17,Media,En observación,ACTIVO
USR0278,3137.88,1654.68,1207.66,1483.2,52.73,38.49,47.27,Alta,En riesgo,ACTIVO
USR0279,4523.16,3252.39,1019.29,1270.77,71.91,22.53,28.09,Alta,En observación,INACTIVO
USR0280,4463.13,3684.06,1566.94,779.07,82.54,35.11,17.46,Media,En riesgo,ACTIVO
USR0281,1749.22,1249.74,503.72,499.47,71.45,28.8,28.55,Alta,En observación,ACTIVO
USR0282,5451.29,3767.36,740.86,1683.93,69.11,13.59,30.89,Alta,En observación,ACTIVO
USR0283,3263.54,2526.91,711.11,736.63,77.43,21.79,22.57,Alta,En observación,ACTIVO
USR0284,3079.03,1788.9,328.63,1290.13,58.1,10.67,41.9,Alta,Saludable,ACTIVO
USR0285,2991.04,1693.14,222.9,1297.9,56.61,7.45,43.39,Alta,Saludable,ACTIVO
USR0286,3441.05,2466.97,1066.93,974.08,71.69,31.01,28.31,Alta,En observación,ACTIVO
USR0287,4463.7,3931.73,1048.35,531.97,88.08,23.49,11.92,Media,En riesgo,ELIMINADO
USR0288,6097.01,4244.06,258.77,1852.96,69.61,4.24,30.39,Alta,En observación,ACTIVO
USR0289,1657.1,1150.22,263.06,506.88,69.41,15.87,30.59,Alta,En observación,ACTIVO
USR0290,6397.25,3887.03,2741.54,2510.22,60.76,42.85,39.24,Alta,En riesgo,ACTIVO
USR0291,4252.01,2456.68,215.66,1795.33,57.78,5.07,42.22,Alta,Saludable,ACTIVO
USR0292,4957.26,4050.66,1803.68,906.6,81.71,36.38,18.29,Media,En riesgo,ACTIVO
USR0293,3173.76,2578.45,1083.98,595.31,81.24,34.15,18.76,Media,En observación,ACTIVO
USR0294,5065.34,2931.13,865.66,2134.21,57.87,17.09,42.13,Alta,Saludable,ACTIVO
USR0295,3029.31,1921.04,1118.88,1108.27,63.42,36.94,36.58,Alta,En riesgo,ACTIVO
USR0296,4154.61,2999.15,1109.79,1155.46,72.19,26.71,27.81,Alta,En observación,ACTIVO
USR0297,4999.5,2282.02,2806.17,2717.48,45.64,56.13,54.36,Alta,En riesgo,ACTIVO
USR0298,4042.33,3050.93,913.93,991.41,75.47,22.61,24.53,Alta,En observación,ACTIVO
USR0299,3787.61,2954.02,806.95,833.6,77.99,21.3,22.01,Alta,En observación,ACTIVO
USR0300,4485.02,3814.45,531.77,670.58,85.05,11.86,14.95,Media,En riesgo,ACTIVO
USR0301,3084.92,2428.02,1237.48,656.9,78.71,40.11,21.29,Alta,En riesgo,ACTIVO
USR0302,4732.14,3926.03,1045.38,806.11,82.97,22.09,17.03,Media,En observación,ACTIVO
USR0303,2771.62,1048.99,236.24,1722.63,37.85,8.52,62.15,Alta,Saludable,ACTIVO
USR0304,4171.02,2420.71,484.78,1750.31,58.04,11.62,41.96,Alta,Saludable,ACTIVO
USR0305,6291.34,5736.76,647.16,554.58,91.19,10.29,8.81,Baja,En riesgo,ACTIVO
USR0306,5241.76,4848.22,555.67,393.53,92.49,10.6,7.51,Baja,En riesgo,ACTIVO
USR0307,3655.57,2187.05,541.23,1468.53,59.83,14.81,40.17,Alta,Saludable,ACTIVO
USR0308,4869.12,3426.51,592.51,1442.6,70.37,12.17,29.63,Alta,En observación,ACTIVO
USR0309,3403.49,1844.24,620.51,1559.25,54.19,18.23,45.81,Alta,Saludable,ACTIVO
USR0310,5417.99,3651.27,853.17,1766.72,67.39,15.75,32.61,Alta,En observación,ACTIVO
USR0311,1631.0,1109.14,392.45,521.86,68.0,24.06,32.0,Alta,En observación,ACTIVO
USR0312,3212.13,1322.02,22.16,1890.11,41.16,0.69,58.84,Alta,Saludable,ACTIVO
USR0313,1979.75,1081.72,134.38,898.03,54.64,6.79,45.36,Alta,Saludable,ACTIVO
USR0314,6177.96,3035.09,89.23,3142.87,49.13,1.44,50.87,Alta,Saludable,ACTIVO
USR0315,4773.29,3537.25,767.32,1236.04,74.11,16.08,25.89,Alta,En observación,ACTIVO
USR0316,1996.49,1543.79,220.49,452.71,77.32,11.04,22.68,Alta,En observación,ACTIVO
USR0317,3100.51,2038.2,184.27,1062.3,65.74,5.94,34.26,Alta,En observación,ACTIVO
USR0318,4144.09,2738.31,905.37,1405.78,66.08,21.85,33.92,Alta,En observación,ACTIVO
USR0319,4839.5,4262.77,1573.49,576.73,88.08,32.51,11.92,Media,En riesgo,ACTIVO
USR0320,4193.72,3681.21,725.34,512.51,87.78,17.3,12.22,Media,En riesgo,ACTIVO
USR0321,2721.71,1540.56,1090.68,1181.15,56.6,40.07,43.4,Alta,En riesgo,ACTIVO
USR0322,6255.32,3187.67,770.67,3067.65,50.96,12.32,49.04,Alta,Saludable,ACTIVO
USR0323,4886.3,3654.91,992.94,1231.38,74.8,20.32,25.2,Alta,En observación,ACTIVO
USR0324,6321.17,4531.03,1877.55,1790.14,71.68,29.7,28.32,Alta,En observación,INACTIVO
USR0325,2582.35,1752.52,644.02,829.83,67.87,24.94,32.13,Alta,En observación,ACTIVO
USR0326,5104.49,2794.71,704.56,2309.78,54.75,13.8,45.25,Alta,Saludable,ACTIVO
USR0327,2556.82,1358.44,314.97,1198.39,53.13,12.32,46.87,Alta,Saludable,ACTIVO
USR0328,4368.34,1715.69,494.25,2652.65,39.28,11.31,60.72,Alta,Saludable,ACTIVO
USR0329,6603.13,5396.65,1697.18,1206.48,81.73,25.7,18.27,Media,En observación,ACTIVO
USR0330,2147.58,1816.45,605.12,331.13,84.58,28.18,15.42,Media,En observación,ACTIVO
USR0331,4369.6,2304.43,1860.7,2065.16,52.74,42.58,47.26,Alta,En riesgo,ACTIVO
USR0332,5739.64,2714.11,206.56,3025.53,47.29,3.6,52.71,Alta,Saludable,ACTIVO
USR0333,5339.02,4371.29,1925.14,967.73,81.87,36.06,18.13,Media,En riesgo,ACTIVO
USR0334,5664.18,2973.15,2670.8,2691.03,52.49,47.15,47.51,Alta,En riesgo,ACTIVO
USR0335,3760.34,2882.05,837.57,878.3,76.64,22.27,23.36,Alta,En observación,ACTIVO
USR0336,3896.3,2917.29,1078.78,979.01,74.87,27.69,25.13,Alta,En observación,ACTIVO
USR0337,2823.06,2271.46,710.53,551.6,80.46,25.17,19.54,Media,En observación,ACTIVO
USR0338,4431.66,3488.76,814.43,942.9,78.72,18.38,21.28,Alta,En observación,ACTIVO
USR0339,4444.77,3833.97,1942.2,610.8,86.26,43.7,13.74,Media,En riesgo,ACTIVO
USR0340,4408.32,3010.22,1220.22,1398.1,68.28,27.68,31.72,Alta,En observación,ACTIVO
USR0341,4407.85,2365.79,588.73,2042.06,53.67,13.36,46.33,Alta,Saludable,ACTIVO
USR0342,3775.51,3038.0,1119.89,737.51,80.47,29.66,19.53,Media,En observación,ACTIVO
USR0343,3852.17,2068.56,403.4,1783.61,53.7,10.47,46.3,Alta,Saludable,ACTIVO
USR0344,4384.94,3094.71,903.51,1290.22,70.58,20.6,29.42,Alta,En observación,ACTIVO
USR0345,4605.49,3462.06,824.29,1143.43,75.17,17.9,24.83,Alta,En observación,ACTIVO
USR0346,1456.55,1101.99,349.02,354.56,75.66,23.96,24.34,Alta,En observación,ACTIVO
USR0347,2609.03,2335.74,295.0,273.3,89.52,11.31,10.48,Media,En riesgo,ACTIVO
USR0348,3470.97,2466.11,715.79,1004.86,71.05,20.62,28.95,Alta,En observación,ACTIVO
USR0349,2588.44,2345.25,431.16,243.19,90.6,16.66,9.4,Baja,En riesgo,ACTIVO
USR0350,1635.7,970.27,160.5,665.43,59.32,9.81,40.68,Alta,Saludable,ACTIVO
USR0351,1715.47,1476.17,703.24,239.3,86.05,40.99,13.95,Media,En riesgo,ACTIVO
USR0352,4941.17,2201.6,285.9,2739.57,44.56,5.79,55.44,Alta,Saludable,ACTIVO
USR0353,2938.82,1491.86,1516.82,1446.97,50.76,51.61,49.24,Alta,En riesgo,ACTIVO
USR0354,1890.08,1105.75,311.55,784.34,58.5,16.48,41.5,Alta,Saludable,ACTIVO
USR0355,4266.22,2977.74,1194.22,1288.49,69.8,27.99,30.2,Alta,En observación,ACTIVO
USR0356,6749.44,3812.45,325.22,2936.99,56.49,4.82,43.51,Alta,Saludable,ACTIVO
USR0357,4977.59,3371.41,537.89,1606.18,67.73,10.81,32.27,Alta,En observación,ACTIVO
USR0358,6317.46,3951.43,2284.53,2366.03,62.55,36.16,37.45,Alta,En riesgo,ACTIVO
USR0359,1729.66,1194.55,236.08,535.11,69.06,13.65,30.94,Alta,En observación,ACTIVO
USR0360,5041.29,1576.21,443.75,3465.08,31.27,8.8,68.73,Alta,Saludable,ACTIVO
USR0361,2750.38,1939.02,752.17,811.35,70.5,27.35,29.5,Alta,En observación,INACTIVO
USR0362,6144.42,2541.07,516.11,3603.35,41.36,8.4,58.64,Alta,Saludable,ACTIVO
USR0363,2154.76,1514.58,625.56,640.18,70.29,29.03,29.71,Alta,En observación,ACTIVO
USR0364,4715.93,3512.15,900.88,1203.78,74.47,19.1,25.53,Alta,En observación,ACTIVO
USR0365,4229.1,3664.83,478.48,564.27,86.66,11.31,13.34,Media,En riesgo,ACTIVO
USR0366,3924.24,2807.83,1075.95,1116.42,71.55,27.42,28.45,Alta,En observación,ACTIVO
USR0367,1870.91,1333.83,426.56,537.09,71.29,22.8,28.71,Alta,En observación,ACTIVO
USR0368,1793.94,1371.57,389.08,422.38,76.46,21.69,23.54,Alta,En observación,ACTIVO
USR0369,4122.06,1720.12,453.18,2401.94,41.73,10.99,58.27,Alta,Saludable,ACTIVO
USR0370,2418.79,2115.81,289.25,302.98,87.47,11.96,12.53,Media,En riesgo,ACTIVO
USR0371,5494.11,3105.08,1177.05,2389.03,56.52,21.42,43.48,Alta,En observación,ACTIVO
USR0372,3033.69,1649.14,1173.52,1384.56,54.36,38.68,45.64,Alta,En riesgo,ACTIVO
USR0373,5077.51,2087.05,128.69,2990.46,41.1,2.53,58.9,Alta,Saludable,ACTIVO
USR0374,5082.95,3460.92,458.9,1622.03,68.09,9.03,31.91,Alta,En observación,ACTIVO
USR0375,5663.54,4793.34,1746.38,870.2,84.64,30.84,15.36,Media,En observación,ACTIVO
USR0376,3466.9,2369.34,484.31,1097.56,68.34,13.97,31.66,Alta,En observación,ACTIVO
USR0377,2671.06,1551.53,465.57,1119.52,58.09,17.43,41.91,Alta,Saludable,ACTIVO
USR0378,5800.13,2810.63,578.59,2989.5,48.46,9.98,51.54,Alta,Saludable,ACTIVO
USR0379,3632.07,2469.22,412.6,1162.85,67.98,11.36,32.02,Alta,En observación,ACTIVO
USR0380,5296.11,2941.67,733.99,2354.44,55.54,13.86,44.46,Alta,Saludable,ACTIVO
USR0381,7006.05,3148.21,373.56,3857.84,44.94,5.33,55.06,Alta,Saludable,ACTIVO
USR0382,1965.23,1477.55,797.74,487.68,75.18,40.59,24.82,Alta,En riesgo,ACTIVO
USR0383,6691.65,2600.24,969.28,4091.4,38.86,14.48,61.14,Alta,Saludable,ACTIVO
USR0384,2405.62,1387.5,315.16,1018.12,57.68,13.1,42.32,Alta,Saludable,ACTIVO
USR0385,2265.28,1024.48,139.63,1240.8,45.23,6.16,54.77,Alta,Saludable,ACTIVO
USR0386,4889.71,2798.03,1910.98,2091.68,57.22,39.08,42.78,Alta,En riesgo,ACTIVO
USR0387,3013.73,2226.84,797.02,786.89,73.89,26.45,26.11,Alta,En observación,ACTIVO
USR0388,3245.48,2164.16,593.47,1081.32,66.68,18.29,33.32,Alta,En observación,INACTIVO
USR0389,3211.62,2057.36,609.53,1154.25,64.06,18.98,35.94,Alta,En observación,ACTIVO
USR0390,6525.5,4564.25,960.31,1961.25,69.94,14.72,30.06,Alta,En observación,ACTIVO
USR0391,1440.32,649.08,506.58,791.25,45.06,35.17,54.94,Alta,En riesgo,ACTIVO
USR0392,4268.73,2813.93,770.38,1454.8,65.92,18.05,34.08,Alta,En observación,ACTIVO
USR0393,3643.66,2688.72,612.02,954.94,73.79,16.8,26.21,Alta,En observación,ACTIVO
USR0394,2091.8,1382.57,205.37,709.23,66.09,9.82,33.91,Alta,En observación,ACTIVO
USR0395,6304.38,3267.17,187.22,3037.22,51.82,2.97,48.18,Alta,Saludable,ACTIVO
USR0396,3639.03,2764.09,1804.05,874.93,75.96,49.58,24.04,Alta,En riesgo,ACTIVO
USR0397,3035.08,1126.78,212.06,1908.3,37.13,6.99,62.87,Alta,Saludable,ACTIVO
USR0398,4447.21,2501.87,423.54,1945.34,56.26,9.52,43.74,Alta,Saludable,ACTIVO
USR0399,3863.81,2046.43,575.64,1817.37,52.96,14.9,47.04,Alta,Saludable,ACTIVO
USR0400,1246.5,983.78,546.47,262.72,78.92,43.84,21.08,Alta,En riesgo,ACTIVO
USR0401,4658.05,4287.88,1858.17,370.17,92.05,39.89,7.95,Baja,En riesgo,ACTIVO
USR0402,5834.49,3805.88,461.39,2028.61,65.23,7.91,34.77,Alta,En observación,ACTIVO
USR0403,3051.65,2187.18,300.24,864.47,71.67,9.84,28.33,Alta,En observación,ACTIVO
USR0404,3085.97,1609.27,391.42,1476.7,52.15,12.68,47.85,Alta,Saludable,ACTIVO
USR0405,2363.74,2086.16,383.49,277.57,88.26,16.22,11.74,Media,En riesgo,ACTIVO
USR0406,3287.42,2126.41,452.42,1161.01,64.68,13.76,35.32,Alta,En observación,ACTIVO
USR0407,3505.44,2023.83,608.83,1481.61,57.73,17.37,42.27,Alta,Saludable,ACTIVO
USR0408,4757.42,3375.4,1126.3,1382.01,70.95,23.67,29.05,Alta,En observación,ACTIVO
USR0409,5314.94,3527.34,694.15,1787.6,66.37,13.06,33.63,Alta,En observación,ACTIVO
USR0410,1759.0,1329.06,481.23,429.94,75.56,27.36,24.44,Alta,En observación,ACTIVO
USR0411,3370.34,2532.18,875.14,838.16,75.13,25.97,24.87,Alta,En observación,ACTIVO
USR0412,5463.05,3933.14,1701.24,1529.91,72.0,31.14,28.0,Alta,En observación,ACTIVO
USR0413,6130.65,3163.91,2257.52,2966.74,51.61,36.82,48.39,Alta,En riesgo,ACTIVO
USR0414,6068.65,4388.39,1201.15,1680.26,72.31,19.79,27.69,Alta,En observación,ACTIVO
USR0415,2661.15,2285.75,379.88,375.4,85.89,14.28,14.11,Media,En riesgo,ACTIVO
USR0416,2004.49,1543.66,859.31,460.83,77.01,42.87,22.99,Alta,En riesgo,ACTIVO
USR0417,4587.14,4214.98,664.58,372.16,91.89,14.49,8.11,Baja,En riesgo,ACTIVO
USR0418,4408.26,3702.03,391.74,706.23,83.98,8.89,16.02,Media,En observación,ACTIVO
USR0419,3623.22,3134.01,526.95,489.21,86.5,14.54,13.5,Media,En riesgo,ACTIVO
USR0420,3308.26,2495.02,883.33,813.24,75.42,26.7,24.58,Alta,En observación,ACTIVO
USR0421,3280.94,2229.04,685.15,1051.9,67.94,20.88,32.06,Alta,En observación,ACTIVO
USR0422,2194.46,1894.07,535.6,300.39,86.31,24.41,13.69,Media,En riesgo,ACTIVO
USR0423,1981.83,1459.48,677.35,522.35,73.64,34.18,26.36,Alta,En observación,ACTIVO
USR0424,2786.19,1799.21,493.89,986.98,64.58,17.73,35.42,Alta,En observación,ACTIVO
USR0425,2877.24,1727.52,429.1,1149.72,60.04,14.91,39.96,Alta,En observación,ACTIVO
USR0426,4685.35,3487.53,1264.54,1197.82,74.43,26.99,25.57,Alta,En observación,ACTIVO
USR0427,1703.85,1536.1,227.52,167.75,90.15,13.35,9.85,Baja,En riesgo,ACTIVO
USR0428,2558.24,1770.8,552.4,787.44,69.22,21.59,30.78,Alta,En observación,ACTIVO
USR0429,3586.65,2628.69,859.57,957.96,73.29,23.97,26.71,Alta,En observación,ACTIVO
USR0430,5836.97,4689.54,844.0,1147.43,80.34,14.46,19.66,Media,En observación,INACTIVO
USR0431,3156.12,2332.02,366.57,824.11,73.89,11.61,26.11,Alta,En observación,INACTIVO
USR0432,3143.66,1449.8,201.46,1693.86,46.12,6.41,53.88,Alta,Saludable,ACTIVO
USR0433,4759.8,2052.76,205.65,2707.04,43.13,4.32,56.87,Alta,Saludable,ACTIVO
USR0434,1523.74,1025.73,88.43,498.01,67.32,5.8,32.68,Alta,En observación,ACTIVO
USR0435,2748.64,1090.38,302.94,1658.25,39.67,11.02,60.33,Alta,Saludable,ACTIVO
USR0436,2526.21,1376.42,399.27,1149.79,54.49,15.81,45.51,Alta,Saludable,ACTIVO
USR0437,4174.02,3649.33,990.44,524.69,87.43,23.73,12.57,Media,En riesgo,ACTIVO
USR0438,6438.76,3181.66,54.73,3257.1,49.41,0.85,50.59,Alta,Saludable,ACTIVO
USR0439,4184.09,3451.36,1705.06,732.73,82.49,40.75,17.51,Media,En riesgo,ACTIVO
USR0440,2297.13,1850.16,440.74,446.96,80.54,19.19,19.46,Media,En observación,ACTIVO
USR0441,3838.14,2949.3,709.39,888.84,76.84,18.48,23.16,Alta,En observación,ACTIVO
USR0442,1735.74,1072.3,273.58,663.45,61.78,15.76,38.22,Alta,En observación,ACTIVO
USR0443,6619.9,5989.87,536.14,630.03,90.48,8.1,9.52,Baja,En riesgo,ACTIVO
USR0444,3161.42,2816.91,567.89,344.51,89.1,17.96,10.9,Media,En riesgo,ACTIVO
USR0445,4788.9,4050.41,1239.76,738.49,84.58,25.89,15.42,Media,En observación,ACTIVO
USR0446,1882.04,1338.89,286.23,543.15,71.14,15.21,28.86,Alta,En observación,ACTIVO
USR0447,4526.04,2614.15,512.58,1911.89,57.76,11.33,42.24,Alta,Saludable,ACTIVO
USR0448,4350.89,2295.29,2163.16,2055.6,52.75,49.72,47.25,Alta,En riesgo,ACTIVO
USR0449,2000.37,1066.58,219.6,933.79,53.32,10.98,46.68,Alta,Saludable,ACTIVO
USR0450,2821.67,2230.03,460.05,591.64,79.03,16.3,20.97,Alta,En observación,ACTIVO
USR0451,4988.05,4274.08,2366.43,713.97,85.69,47.44,14.31,Media,En riesgo,ACTIVO
USR0452,6779.07,6279.65,1170.81,499.42,92.63,17.27,7.37,Baja,En riesgo,ACTIVO
USR0453,3084.7,2010.43,634.6,1074.27,65.17,20.57,34.83,Alta,En observación,ACTIVO
USR0454,4235.4,3577.43,1451.7,657.97,84.46,34.28,15.54,Media,En observación,ACTIVO
USR0455,3667.9,2523.46,671.45,1144.43,68.8,18.31,31.2,Alta,En observación,ACTIVO
USR0456,2847.52,1917.17,1159.1,930.35,67.33,40.71,32.67,Alta,En riesgo,ACTIVO
USR0457,2090.19,1649.39,984.54,440.8,78.91,47.1,21.09,Alta,En riesgo,ACTIVO
USR0458,5864.94,5012.83,2598.16,852.1,85.47,44.3,14.53,Media,En riesgo,ACTIVO
USR0459,4172.87,2358.88,1552.9,1813.99,56.53,37.21,43.47,Alta,En riesgo,ACTIVO
USR0460,5005.57,2825.71,1005.41,2179.87,56.45,20.09,43.55,Alta,En observación,INACTIVO
USR0461,4281.12,3219.19,1936.19,1061.93,75.2,45.23,24.8,Alta,En riesgo,ACTIVO
USR0462,1815.42,972.82,204.88,842.6,53.59,11.29,46.41,Alta,Saludable,ACTIVO
USR0463,1645.88,1221.51,359.32,424.37,74.22,21.83,25.78,Alta,En observación,ACTIVO
USR0464,5743.55,3682.3,706.82,2061.25,64.11,12.31,35.89,Alta,En observación,ACTIVO
USR0465,1938.58,801.72,86.5,1136.86,41.36,4.46,58.64,Alta,Saludable,ACTIVO
USR0466,3816.87,2508.66,466.55,1308.21,65.73,12.22,34.27,Alta,En observación,ACTIVO
USR0467,3890.28,2912.62,1761.14,977.66,74.87,45.27,25.13,Alta,En riesgo,ACTIVO
USR0468,3694.91,1605.9,265.04,2089.0,43.46,7.17,56.54,Alta,Saludable,ACTIVO
USR0469,5951.05,2696.41,694.05,3254.64,45.31,11.66,54.69,Alta,Saludable,INACTIVO
USR0470,4609.8,4330.05,523.44,279.75,93.93,11.35,6.07,Baja,En riesgo,ACTIVO
USR0471,5410.78,3473.19,381.93,1937.58,64.19,7.06,35.81,Alta,En observación,ACTIVO
USR0472,4187.7,3128.52,882.68,1059.18,74.71,21.08,25.29,Alta,En observación,ACTIVO
USR0473,2159.73,1304.06,178.5,855.68,60.38,8.26,39.62,Alta,En observación,ACTIVO
USR0474,6990.05,3538.49,347.12,3451.57,50.62,4.97,49.38,Alta,Saludable,ACTIVO
USR0475,5250.18,2147.26,684.42,3102.91,40.9,13.04,59.1,Alta,Saludable,ACTIVO
USR0476,6072.95,5674.86,720.22,398.09,93.44,11.86,6.56,Baja,En riesgo,ACTIVO
USR0477,3145.23,2349.18,899.42,796.05,74.69,28.6,25.31,Alta,En observación,ACTIVO
USR0478,4466.01,2944.95,939.28,1521.06,65.94,21.03,34.06,Alta,En observación,ACTIVO
USR0479,3525.47,2935.92,1290.88,589.55,83.28,36.62,16.72,Media,En riesgo,ACTIVO
USR0480,3134.21,2108.36,674.29,1025.85,67.27,21.51,32.73,Alta,En observación,ACTIVO
USR0481,4327.27,3948.62,465.6,378.66,91.25,10.76,8.75,Baja,En riesgo,ACTIVO
USR0482,3571.8,2551.22,244.11,1020.58,71.43,6.83,28.57,Alta,En observación,ACTIVO
USR0483,2707.58,1107.55,377.82,1600.03,40.91,13.95,59.09,Alta,Saludable,ACTIVO
USR0484,2924.11,2124.61,1151.69,799.5,72.66,39.39,27.34,Alta,En riesgo,ACTIVO
USR0485,5917.85,3986.45,431.33,1931.4,67.36,7.29,32.64,Alta,En observación,ACTIVO
USR0486,2031.94,1146.61,85.43,885.33,56.43,4.2,43.57,Alta,Saludable,ACTIVO
USR0487,2721.78,1000.85,289.83,1720.93,36.77,10.65,63.23,Alta,Saludable,ACTIVO
USR0488,4977.23,3794.3,865.56,1182.93,76.23,17.39,23.77,Alta,En observación,ACTIVO
USR0489,3492.18,2956.1,557.64,536.08,84.65,15.97,15.35,Media,En observación,ACTIVO
USR0490,6521.44,2464.88,729.42,4056.56,37.8,11.18,62.2,Alta,Saludable,ACTIVO
USR0491,2971.98,1962.88,155.7,1009.1,66.05,5.24,33.95,Alta,En observación,ACTIVO
USR0492,2085.11,1805.97,136.36,279.13,86.61,6.54,13.39,Media,En riesgo,ACTIVO
USR0493,2136.99,1453.0,417.92,683.99,67.99,19.56,32.01,Alta,En observación,ACTIVO
USR0494,1828.68,1304.93,477.14,523.75,71.36,26.09,28.64,Alta,En observación,INACTIVO
USR0495,1802.69,1463.99,560.22,338.7,81.21,31.08,18.79,Media,En observación,ACTIVO
USR0496,5123.6,4919.32,539.47,204.29,96.01,10.53,3.99,Baja,En riesgo,ELIMINADO
USR0497,4265.29,1810.84,556.7,2454.44,42.46,13.05,57.54,Alta,Saludable,ACTIVO
USR0498,5496.86,3071.12,1015.52,2425.74,55.87,18.47,44.13,Alta,Saludable,ACTIVO
USR0499,3883.67,3092.75,977.63,790.92,79.63,25.17,20.37,Alta,En observación,ACTIVO
USR0500,4635.59,2841.06,829.91,1794.53,61.29,17.9,38.71,Alta,En observación,ACTIVO
USR0501,1540.29,862.8,262.36,677.49,56.02,17.03,43.98,Alta,Saludable,ACTIVO
USR0502,4928.25,3181.62,1037.91,1746.64,64.56,21.06,35.44,Alta,En observación,ACTIVO
USR0503,4372.87,3628.62,2082.1,744.25,82.98,47.61,17.02,Media,En riesgo,ACTIVO
USR0504,4816.92,3595.72,1016.24,1221.19,74.65,21.1,25.35,Alta,En observación,INACTIVO
USR0505,4195.37,2720.59,700.39,1474.79,64.85,16.69,35.15,Alta,En observación,ACTIVO
USR0506,2738.03,1573.14,391.11,1164.89,57.46,14.28,42.54,Alta,Saludable,ACTIVO
USR0507,4188.53,3104.58,1560.27,1083.95,74.12,37.25,25.88,Alta,En riesgo,ACTIVO
USR0508,2699.26,760.6,275.2,1938.65,28.18,10.2,71.82,Alta,Saludable,ACTIVO
USR0509,3410.77,1737.06,1237.04,1673.72,50.93,36.27,49.07,Alta,En riesgo,ACTIVO
USR0510,5856.59,3748.94,512.94,2107.65,64.01,8.76,35.99,Alta,En observación,ACTIVO
USR0511,4134.8,4003.67,144.71,131.13,96.83,3.5,3.17,Baja,En riesgo,ACTIVO
USR0512,6198.92,3433.42,538.66,2765.5,55.39,8.69,44.61,Alta,Saludable,ACTIVO
USR0513,2850.73,1342.41,1196.12,1508.32,47.09,41.96,52.91,Alta,En riesgo,ACTIVO
USR0514,4996.75,4104.95,1256.69,891.8,82.15,25.15,17.85,Media,En observación,ACTIVO
USR0515,6176.28,5652.86,1068.43,523.41,91.53,17.3,8.47,Baja,En riesgo,ACTIVO
USR0516,3568.01,2084.58,439.0,1483.43,58.42,12.3,41.58,Alta,Saludable,ACTIVO
USR0517,2585.06,1440.2,1326.35,1144.86,55.71,51.31,44.29,Alta,En riesgo,ACTIVO
USR0518,5026.37,2848.42,681.95,2177.95,56.67,13.57,43.33,Alta,Saludable,ACTIVO
USR0519,5157.41,3265.33,217.4,1892.08,63.31,4.22,36.69,Alta,En observación,ACTIVO
USR0520,5088.22,4092.17,1206.66,996.05,80.42,23.71,19.58,Media,En observación,ACTIVO
USR0521,2394.86,1820.24,424.87,574.62,76.01,17.74,23.99,Alta,En observación,ACTIVO
USR0522,2064.51,1142.09,356.09,922.42,55.32,17.25,44.68,Alta,Saludable,INACTIVO
USR0523,4442.19,3994.51,1839.2,447.68,89.92,41.4,10.08,Media,En riesgo,ACTIVO
USR0524,6182.07,4534.15,1654.86,1647.92,73.34,26.77,26.66,Alta,En observación,ACTIVO
USR0525,3748.17,3066.09,617.86,682.08,81.8,16.48,18.2,Media,En observación,ACTIVO
USR0526,3554.71,2442.16,602.31,1112.55,68.7,16.94,31.3,Alta,En observación,ACTIVO
USR0527,2788.1,2541.45,495.29,246.65,91.15,17.76,8.85,Baja,En riesgo,INACTIVO
USR0528,4127.32,2914.36,844.73,1212.96,70.61,20.47,29.39,Alta,En observación,ACTIVO
USR0529,2710.2,1422.44,322.12,1287.76,52.48,11.89,47.52,Alta,Saludable,ACTIVO
USR0530,4344.32,2884.48,203.2,1459.84,66.4,4.68,33.6,Alta,En observación,ACTIVO
USR0531,4088.39,3495.06,1171.85,593.33,85.49,28.66,14.51,Media,En riesgo,ACTIVO
USR0532,2919.01,1570.24,1078.58,1348.77,53.79,36.95,46.21,Alta,En riesgo,ACTIVO
USR0533,4511.57,3429.87,559.69,1081.7,76.02,12.41,23.98,Alta,En observación,ACTIVO
USR0534,3061.21,1796.46,327.83,1264.75,58.68,10.71,41.32,Alta,Saludable,ACTIVO
USR0535,1855.76,1244.07,341.04,611.69,67.04,18.38,32.96,Alta,En observación,ACTIVO
USR0536,2483.96,1394.75,263.08,1089.21,56.15,10.59,43.85,Alta,Saludable,ACTIVO
USR0537,4442.66,3280.57,1160.49,1162.1,73.84,26.12,26.16,Alta,En observación,ACTIVO
USR0538,2359.84,1527.29,986.0,832.55,64.72,41.78,35.28,Alta,En riesgo,ACTIVO
