usuario_id,ingreso_mensual,deuda_mensual,nivel_endeudamiento,gasto_mensual_promedio,ahorro_mensual_estimado,porcentaje_gastos_ingreso,frecuencia_ahorro,perfil_financiero
USR0339,6047.44,2003.02,33.12,5059.66,-1015.24,83.67,Nunca,En riesgo
USR0340,5547.15,535.08,9.65,3305.9,1706.17,59.6,Alta,Saludable
USR0341,6423.22,1527.7,23.78,5042.23,-146.71,78.5,Nunca,En riesgo
USR0342,1526.77,81.43,5.33,889.68,555.67,58.27,Alta,Saludable
USR0343,3897.18,626.24,16.07,3608.82,-337.88,92.6,Nunca,En riesgo
USR0344,3751.21,804.64,21.45,2739.62,206.95,73.03,Baja,En observación
USR0345,3404.22,263.29,7.73,2180.46,960.47,64.05,Alta,En observación
USR0346,6255.16,320.38,5.12,3624.17,2310.62,57.94,Alta,Saludable
USR0347,3425.31,62.83,1.83,1936.23,1426.24,56.53,Alta,Saludable
USR0348,5311.2,481.16,9.06,2290.63,2539.41,43.13,Alta,Saludable
USR0349,3108.97,287.12,9.24,1880.51,941.34,60.49,Alta,En observación
USR0350,1853.61,635.69,34.29,1489.54,-271.62,80.36,Nunca,En riesgo
USR0351,2204.58,439.53,19.94,1327.56,437.49,60.22,Media,En observación
USR0352,6523.62,533.31,8.18,3670.54,2319.78,56.27,Alta,Saludable
USR0353,2627.89,992.18,37.76,2088.96,-453.25,79.49,Nunca,En riesgo
USR0354,2685.0,738.59,27.51,2204.08,-257.67,82.09,Nunca,En riesgo
USR0355,6302.96,341.51,5.42,3091.77,2869.68,49.05,Alta,Saludable
USR0356,3372.5,906.81,26.89,2518.5,-52.8,74.68,Nunca,En observación
USR0357,6739.72,1519.93,22.55,5831.0,-611.21,86.52,Nunca,En riesgo
USR0358,4557.26,298.32,6.55,2961.8,1297.14,64.99,Alta,En observación
USR0359,3238.31,987.37,30.49,2625.73,-374.8,81.08,Nunca,En riesgo
USR0360,3324.09,362.91,10.92,1315.72,1645.46,39.58,Alta,Saludable
USR0361,2747.11,1282.73,46.69,2204.57,-740.2,80.25,Nunca,En riesgo
USR0362,4523.46,530.36,11.72,3916.78,76.32,86.59,Baja,En riesgo
USR0363,4069.69,1085.64,26.68,2896.8,87.25,71.18,Baja,En observación
USR0364,1869.7,440.04,23.54,1299.32,130.34,69.49,Baja,En observación
USR0365,1898.79,404.19,21.29,1349.42,145.18,71.07,Baja,En observación
USR0366,4014.13,453.18,11.29,1765.01,1795.95,43.97,Alta,Saludable
USR0367,2335.81,289.25,12.38,2117.74,-71.17,90.66,Nunca,En riesgo
USR0368,5595.49,1178.2,21.06,3045.68,1371.61,54.43,Alta,En observación
USR0369,3145.17,1173.52,37.31,1599.48,372.17,50.85,Media,En observación
USR0370,5025.16,128.69,2.56,2258.75,2637.73,44.95,Alta,Saludable
USR0371,5136.97,495.11,9.64,3366.06,1275.8,65.53,Alta,En observación
USR0372,5471.77,1746.38,31.92,4677.88,-952.49,85.49,Nunca,En riesgo
USR0373,3636.25,498.24,13.7,2245.29,892.71,61.75,Alta,En observación
USR0374,2662.89,471.1,17.69,1522.98,668.81,57.19,Alta,Saludable
USR0375,6072.17,578.59,9.53,2902.98,2590.6,47.81,Alta,Saludable
USR0376,3546.02,433.29,12.22,2357.12,755.61,66.47,Alta,En observación
USR0377,5307.76,757.69,14.28,2968.24,1581.83,55.92,Alta,Saludable
USR0378,6924.67,373.56,5.39,3198.4,3352.71,46.19,Alta,Saludable
USR0379,1805.81,797.74,44.18,1489.74,-481.67,82.5,Nunca,En riesgo
USR0380,6758.77,969.28,14.34,2927.77,2861.73,43.32,Alta,Saludable
USR0381,2458.78,326.61,13.28,1369.45,762.71,55.7,Alta,Saludable
USR0382,2239.04,139.63,6.24,1058.65,1040.76,47.28,Alta,Saludable
USR0383,4893.38,1910.98,39.05,2798.98,183.42,57.2,Baja,En observación
USR0384,3259.0,808.12,24.8,2201.35,249.53,67.55,Baja,En observación
USR0385,3519.74,599.88,17.04,2115.8,804.06,60.11,Alta,En observación
USR0386,3361.56,255.41,7.6,2715.74,390.41,80.79,Media,En observación
USR0387,5332.04,1232.1,23.11,4386.77,-286.83,82.27,Nunca,En riesgo
USR0388,1596.3,326.23,20.44,1159.36,110.71,72.63,Baja,En observación
USR0389,5382.69,1025.12,19.04,3779.79,577.78,70.22,Media,En observación
USR0390,3391.68,555.06,16.37,1815.29,1021.33,53.52,Alta,Saludable
USR0391,2484.57,575.08,23.15,2039.65,-130.16,82.09,Nunca,En riesgo
USR0392,2150.17,575.37,26.76,1402.22,172.59,65.21,Baja,En observación
USR0393,1511.23,395.04,26.14,1098.52,17.67,72.69,Baja,En observación
USR0394,2574.55,536.0,20.82,1791.51,247.04,69.59,Baja,En observación
USR0395,6166.39,759.14,12.31,3500.89,1906.36,56.77,Alta,Saludable
USR0396,1816.47,92.29,5.08,1236.41,487.77,68.07,Alta,En observación
USR0397,2844.38,556.15,19.55,2055.96,232.27,72.28,Baja,En observación
USR0398,6523.44,1283.28,19.67,3791.73,1448.43,58.12,Alta,Saludable
USR0399,4797.73,221.24,4.61,2415.63,2160.86,50.35,Alta,Saludable
USR0400,5161.31,812.82,15.75,3546.98,801.51,68.72,Media,En observación
USR0401,5744.39,1115.37,19.42,3361.82,1267.2,58.52,Alta,Saludable
USR0402,2533.23,338.3,13.35,1646.77,548.16,65.01,Alta,En observación
USR0403,3556.73,444.45,12.5,2345.09,767.19,65.93,Alta,En observación
USR0404,5763.1,1041.61,18.07,4437.43,284.06,77.0,Baja,En riesgo
USR0405,3044.17,773.74,25.42,2454.75,-184.32,80.64,Nunca,En riesgo
USR0406,2281.31,88.94,3.9,1159.88,1032.5,50.84,Alta,Saludable
USR0407,3642.01,734.64,20.17,2662.49,244.89,73.1,Baja,En observación
USR0408,1805.61,335.85,18.6,1577.73,-107.97,87.38,Nunca,En riesgo
USR0409,5163.51,1058.29,20.5,3977.29,127.93,77.03,Baja,En riesgo
USR0410,1639.35,870.37,53.09,1264.53,-495.55,77.14,Nunca,En riesgo
USR0411,4574.82,413.52,9.04,1956.39,2204.92,42.76,Alta,Saludable
USR0412,6076.88,1435.99,23.63,4366.01,274.88,71.85,Baja,En observación
USR0413,5798.2,750.43,12.94,4071.67,976.1,70.22,Media,En observación
USR0414,6727.5,773.49,11.5,3816.15,2137.86,56.72,Alta,Saludable
USR0415,4283.98,391.74,9.14,3699.09,193.14,86.35,Baja,En riesgo
USR0416,3592.3,526.95,14.67,3086.02,-20.67,85.91,Nunca,En riesgo
USR0417,3330.53,566.89,17.02,2587.92,175.72,77.7,Baja,En observación
USR0418,3392.46,686.91,20.25,2175.94,529.6,64.14,Media,En observación
USR0419,2189.34,535.6,24.46,1834.74,-181.0,83.8,Nunca,En riesgo
USR0420,1955.7,677.35,34.63,1495.51,-217.16,76.47,Nunca,En riesgo
USR0421,2809.6,499.96,17.79,1796.48,513.17,63.94,Media,En observación
USR0422,2960.74,439.54,14.85,1640.26,880.94,55.4,Alta,Saludable
USR0423,4697.88,1277.35,27.19,3595.91,-175.39,76.54,Nunca,En riesgo
USR0424,1969.88,227.52,11.55,1525.73,216.63,77.45,Media,En observación
USR0425,2569.93,552.72,21.51,1726.5,290.71,67.18,Media,En observación
USR0426,3576.65,634.82,17.75,2729.23,212.6,76.31,Baja,En observación
USR0427,5939.2,844.0,14.21,4467.93,627.26,75.23,Media,En observación
USR0428,3045.66,421.0,13.82,2258.47,366.2,74.15,Media,En observación
USR0429,3510.4,201.46,5.74,1595.85,1713.08,45.46,Alta,Saludable
USR0430,4703.67,205.65,4.37,2246.67,2251.35,47.76,Alta,Saludable
USR0431,1534.5,102.16,6.66,992.69,439.65,64.69,Alta,En observación
USR0432,2767.56,302.94,10.95,1222.02,1242.6,44.16,Alta,Saludable
USR0433,2568.71,407.33,15.86,1355.32,806.06,52.76,Alta,Saludable
USR0434,4201.18,990.44,23.58,3456.9,-246.17,82.28,Nunca,En riesgo
USR0435,6478.4,54.73,0.84,3239.51,3184.16,50.0,Alta,Saludable
USR0436,4212.01,1705.06,40.48,3252.45,-745.5,77.22,Nunca,En riesgo
USR0437,2347.9,464.15,19.77,1816.74,67.01,77.38,Baja,En riesgo
USR0438,3899.13,750.32,19.24,2924.76,224.05,75.01,Baja,En observación
USR0439,1706.03,279.12,16.36,1088.6,338.31,63.81,Media,En observación
USR0440,6570.17,536.14,8.16,6202.68,-168.65,94.41,Nunca,En riesgo
USR0441,3272.0,567.89,17.36,2801.19,-97.09,85.61,Nunca,En riesgo
USR0442,4851.84,1239.76,25.55,4036.29,-424.2,83.19,Nunca,En riesgo
USR0443,2069.06,311.8,15.07,1363.49,393.77,65.9,Media,En observación
USR0444,4385.58,772.3,17.61,2770.25,843.03,63.17,Media,En observación
USR0445,4313.74,2163.16,50.15,2288.21,-137.63,53.04,Nunca,En riesgo
USR0446,1985.07,337.02,16.98,1141.85,506.2,57.52,Alta,Saludable
USR0447,2821.28,498.28,17.66,2208.72,114.28,78.29,Baja,En riesgo
USR0448,5101.24,2369.07,46.44,4204.4,-1472.22,82.42,Nunca,En riesgo
USR0449,6752.9,1170.81,17.34,6216.58,-634.49,92.06,Nunca,En riesgo
USR0450,3057.78,636.59,20.82,1899.93,521.26,62.13,Media,En observación
USR0451,4317.02,1451.7,33.63,3539.17,-673.85,81.98,Nunca,En riesgo
USR0452,3956.95,677.92,17.13,2492.05,786.98,62.98,Media,En observación
USR0453,2943.75,1159.1,39.37,1912.66,-128.01,64.97,Nunca,En observación
USR0454,2009.77,999.09,49.71,1630.99,-620.31,81.15,Nunca,En riesgo
USR0455,5964.08,2598.16,43.56,5146.93,-1781.02,86.3,Nunca,En riesgo
USR0456,4252.64,1552.9,36.52,2341.31,358.43,55.06,Baja,En observación
USR0457,5149.52,1010.44,19.62,2762.37,1376.71,53.64,Alta,Saludable
USR0458,4166.7,1936.19,46.47,3324.52,-1094.01,79.79,Nunca,En riesgo
USR0459,1795.04,310.04,17.27,966.06,518.94,53.82,Alta,Saludable
USR0460,1693.77,319.47,18.86,1247.41,126.89,73.65,Baja,En observación
USR0461,5671.22,1159.23,20.44,3281.78,1230.21,57.87,Alta,En observación
USR0462,5116.55,1608.01,31.43,4681.33,-1172.79,91.49,Nunca,En riesgo
USR0463,2693.86,281.26,10.44,1309.42,1103.18,48.61,Alta,Saludable
USR0464,2262.11,421.21,18.62,1655.04,185.86,73.16,Baja,En observación
USR0465,5772.05,607.47,10.52,3961.83,1202.75,68.64,Alta,En observación
USR0466,6077.76,712.05,11.72,2351.07,3014.64,38.68,Alta,Saludable
USR0467,3070.24,502.99,16.38,1771.99,795.26,57.72,Alta,Saludable
USR0468,2484.59,425.52,17.13,1393.33,665.74,56.08,Alta,Saludable
USR0469,2544.01,897.14,35.26,2109.89,-463.02,82.94,Nunca,En riesgo
USR0470,6213.81,1252.65,20.16,5195.19,-234.03,83.61,Nunca,En riesgo
USR0471,3062.53,262.81,8.58,1849.65,950.06,60.4,Alta,En observación
USR0472,2889.69,650.7,22.52,2033.34,205.65,70.37,Baja,En observación
USR0473,3203.94,904.45,28.23,2259.28,40.21,70.52,Baja,En observación
USR0474,4375.25,939.95,21.48,3016.19,419.11,68.94,Baja,En observación
USR0475,3622.92,1290.88,35.63,2977.15,-645.11,82.18,Nunca,En riesgo
USR0476,3114.08,674.94,21.67,2102.16,336.98,67.51,Media,En observación
USR0477,4289.49,465.6,10.85,4041.9,-218.01,94.23,Nunca,En riesgo
USR0478,3692.37,274.29,7.43,2520.43,897.65,68.26,Alta,En observación
USR0479,2603.88,377.82,14.51,1136.41,1089.65,43.64,Alta,Saludable
USR0480,3069.3,1151.69,37.52,2189.82,-272.21,71.35,Nunca,En observación
USR0481,6105.57,479.3,7.85,3883.27,1743.0,63.6,Alta,En observación
USR0482,2129.28,85.43,4.01,1115.9,927.95,52.41,Alta,Saludable
USR0483,2608.04,289.83,11.11,973.18,1345.03,37.31,Alta,Saludable
USR0484,4933.73,865.56,17.54,3894.28,173.89,78.93,Baja,En riesgo
USR0485,3791.58,606.86,16.01,2882.45,302.26,76.02,Baja,En observación
USR0486,6390.32,2651.22,41.49,3634.13,104.97,56.87,Baja,En riesgo
USR0487,1971.58,558.92,28.35,1366.78,45.88,69.32,Baja,En observación
USR0488,5998.68,340.14,5.67,5576.95,81.59,92.97,Baja,En riesgo
USR0489,2201.89,440.03,19.98,1456.73,305.14,66.16,Media,En observación
USR0490,1800.94,477.14,26.49,1292.04,31.76,71.74,Baja,En observación
USR0491,1710.97,560.22,32.74,1393.37,-242.61,81.44,Nunca,En riesgo
USR0492,5266.34,539.47,10.24,4894.74,-167.88,92.94,Nunca,En riesgo
USR0493,4275.48,556.7,13.02,1885.64,1833.13,44.1,Alta,Saludable
USR0494,5474.46,1024.71,18.72,3031.03,1418.71,55.37,Alta,Saludable
USR0495,3659.72,989.75,27.04,3001.95,-331.98,82.03,Nunca,En riesgo
USR0496,4610.49,839.54,18.21,2731.55,1039.4,59.25,Alta,Saludable
USR0497,1670.79,266.54,15.95,875.11,529.13,52.38,Alta,Saludable
USR0498,5189.86,1039.92,20.04,3064.36,1085.58,59.05,Alta,En observación
USR0499,4253.08,2107.98,49.56,3509.91,-1364.81,82.53,Nunca,En riesgo
USR0500,5087.63,1059.31,20.82,3433.01,595.31,67.48,Media,En observación
USR0501,4157.61,711.71,17.12,2607.6,838.3,62.72,Alta,En observación
USR0502,2796.66,402.88,14.41,1556.44,837.34,55.65,Alta,Saludable
USR0503,4230.78,1560.27,36.88,3086.0,-415.5,72.94,Nunca,En observación
USR0504,2580.36,275.2,10.67,759.96,1545.19,29.45,Alta,Saludable
USR0505,3269.1,1237.04,37.84,1815.66,216.4,55.54,Baja,En observación
USR0506,5917.91,556.25,9.4,3697.53,1664.13,62.48,Alta,En observación
USR0507,4036.99,144.71,3.58,3875.32,16.96,96.0,Baja,En riesgo
USR0508,6235.1,583.65,9.36,3474.55,2176.91,55.73,Alta,Saludable
USR0509,2637.89,1196.12,45.34,1347.88,93.89,51.1,Baja,En riesgo
USR0510,5294.56,973.38,18.38,3867.89,453.28,73.05,Baja,En observación
USR0511,2969.84,863.13,29.06,2420.66,-313.95,81.51,Nunca,En riesgo
USR0512,3654.53,653.22,17.87,2121.56,879.75,58.05,Alta,Saludable
USR0513,2584.56,1326.35,51.32,1379.74,-121.53,53.38,Nunca,En riesgo
USR0514,5046.9,705.32,13.98,2715.19,1626.39,53.8,Alta,Saludable
USR0515,5124.67,850.23,16.59,2969.16,1305.29,57.94,Alta,Saludable
USR0516,4937.48,2575.72,52.17,3872.39,-1510.63,78.43,Nunca,En riesgo
USR0517,6819.72,708.56,10.39,3745.67,2365.48,54.92,Alta,Saludable
USR0518,2513.34,409.9,16.31,1885.27,218.17,75.01,Baja,En observación
USR0519,2836.96,432.47,15.24,1644.03,760.45,57.95,Alta,Saludable
USR0520,5939.36,663.33,11.17,4995.55,280.48,84.11,Baja,En riesgo
USR0521,4968.22,942.85,18.98,2760.69,1264.68,55.57,Alta,Saludable
USR0522,4709.12,456.72,9.7,4232.71,19.69,89.88,Baja,En riesgo
USR0523,4486.84,763.47,17.02,3418.5,304.87,76.19,Baja,En observación
USR0524,2880.23,88.38,3.07,1357.04,1434.8,47.12,Alta,Saludable
USR0525,2058.93,169.26,8.22,964.86,924.81,46.86,Alta,Saludable
USR0526,5914.76,388.57,6.57,3255.04,2271.15,55.03,Alta,Saludable
USR0527,2954.92,1153.45,39.03,1995.54,-194.07,67.53,Nunca,En observación
USR0528,2559.39,315.2,12.32,1242.8,1001.4,48.56,Alta,Saludable
USR0529,3748.98,379.86,10.13,2173.53,1195.59,57.98,Alta,Saludable
USR0530,2337.06,271.5,11.62,1657.72,407.83,70.93,Media,En observación
USR0531,2431.25,453.35,18.65,2263.78,-285.87,93.11,Nunca,En riesgo
USR0532,1814.44,283.88,15.65,1159.23,371.33,63.89,Alta,En observación
USR0533,2259.34,413.24,18.29,1850.55,-4.44,81.91,Nunca,En riesgo
USR0534,6737.61,2820.23,41.86,3359.4,557.99,49.86,Baja,En riesgo
USR0535,4727.54,961.2,20.33,2800.51,965.83,59.24,Alta,En observación
USR0536,2448.39,503.59,20.57,1723.44,221.37,70.39,Baja,En observación
USR0537,5370.59,469.04,8.73,3548.68,1352.87,66.08,Alta,En observación
USR0538,6533.25,1133.96,17.36,4611.23,788.06,70.58,Media,En observación
USR0539,2854.39,152.95,5.36,1785.28,916.16,62.55,Alta,En observación
USR0540,2212.0,302.31,13.67,1184.45,725.24,53.55,Alta,Saludable
USR0541,2362.39,890.43,37.69,1048.44,423.52,44.38,Media,En observación
USR0542,5953.45,2345.97,39.41,4124.54,-517.07,69.28,Nunca,En observación
USR0543,4160.81,223.5,5.37,2567.15,1370.16,61.7,Alta,En observación
USR0544,3051.32,172.92,5.67,1639.0,1239.41,53.71,Alta,Saludable
USR0545,4535.83,226.85,5.0,2847.1,1461.89,62.77,Alta,En observación
USR0546,3845.73,759.99,19.76,2908.02,177.73,75.62,Baja,En riesgo
USR0547,3821.85,449.16,11.75,1784.02,1588.67,46.68,Alta,Saludable
USR0548,2086.33,200.07,9.59,600.21,1286.05,28.77,Alta,Saludable
USR0549,2919.17,208.17,7.13,2676.13,34.88,91.67,Baja,En riesgo
USR0550,3675.89,248.8,6.77,1942.57,1484.52,52.85,Alta,Saludable
USR0551,3305.36,1502.12,45.44,2586.98,-783.74,78.27,Nunca,En riesgo
USR0552,6436.03,861.58,13.39,5345.81,228.64,83.06,Baja,En riesgo
USR0553,3387.7,644.4,19.02,2200.19,543.11,64.95,Media,En observación
USR0554,3117.76,401.69,12.88,2011.42,704.65,64.51,Alta,En observación
USR0555,1907.22,90.97,4.77,925.64,890.62,48.53,Alta,Saludable
USR0556,5453.48,328.09,6.02,2943.14,2182.25,53.97,Alta,Saludable
USR0557,3822.78,1894.18,49.55,2374.49,-445.89,62.11,Nunca,En riesgo
USR0558,3940.16,977.47,24.81,2730.21,232.47,69.29,Baja,En observación
USR0559,3855.74,729.55,18.92,2692.1,434.09,69.82,Media,En observación
USR0560,4594.05,91.29,1.99,2290.93,2211.82,49.87,Alta,Saludable
USR0561,4658.3,294.14,6.31,3043.56,1320.6,65.34,Alta,En observación
USR0562,1602.74,359.78,22.45,961.51,281.45,59.99,Media,En observación
USR0563,1539.44,586.95,38.13,1021.84,-69.34,66.38,Nunca,En observación
USR0564,1915.2,646.92,33.78,1548.68,-280.39,80.86,Nunca,En riesgo
USR0565,4078.09,191.71,4.7,2106.02,1780.36,51.64,Alta,Saludable
USR0566,1901.95,385.4,20.26,1302.36,214.19,68.47,Media,En observación
USR0567,3803.79,906.84,23.84,2821.51,75.44,74.18,Baja,En observación
USR0568,5373.13,2690.25,50.07,3269.53,-586.65,60.85,Nunca,En riesgo
USR0569,4760.4,2479.7,52.09,3465.26,-1184.56,72.79,Nunca,En riesgo
USR0570,2853.99,381.93,13.38,1933.85,538.21,67.76,Media,En observación
USR0571,3452.45,1558.09,45.13,2729.48,-835.12,79.06,Nunca,En riesgo
USR0572,3013.41,563.12,18.69,1857.42,592.86,61.64,Media,En observación
USR0573,4873.97,1043.71,21.41,2876.1,954.16,59.01,Media,En observación
USR0574,4438.29,1123.86,25.32,3231.91,82.51,72.82,Baja,En observación
USR0575,3831.96,329.04,8.59,3463.43,39.49,90.38,Baja,En riesgo
USR0576,3779.78,215.84,5.71,2008.69,1555.25,53.14,Alta,Saludable
USR0577,2893.29,1164.92,40.26,1849.66,-121.29,63.93,Nunca,En riesgo
USR0578,3251.49,655.73,20.17,2105.61,490.16,64.76,Media,En observación
USR0579,5678.76,114.12,2.01,2769.48,2795.15,48.77,Alta,Saludable
USR0580,2268.84,116.76,5.15,1325.24,826.84,58.41,Alta,Saludable
USR0581,1564.38,653.87,41.8,939.09,-28.58,60.03,Nunca,En riesgo
USR0582,2321.0,282.68,12.18,1029.44,1008.89,44.35,Alta,Saludable
USR0583,3321.88,338.27,10.18,3081.66,-98.05,92.77,Nunca,En riesgo
USR0584,5129.11,1076.38,20.99,3441.16,611.57,67.09,Media,En observación
USR0585,2017.91,132.9,6.59,1074.26,810.75,53.24,Alta,Saludable
USR0586,2119.44,489.65,23.1,1383.92,245.87,65.3,Media,En observación
USR0587,2922.48,450.97,15.43,1906.15,565.35,65.22,Media,En observación
USR0588,4174.38,1524.87,36.53,3061.26,-411.75,73.33,Nunca,En observación
USR0589,2498.65,330.16,13.21,2207.54,-39.05,88.35,Nunca,En riesgo
USR0590,6781.24,651.05,9.6,3355.5,2774.69,49.48,Alta,Saludable
USR0591,2109.92,155.92,7.39,1350.12,603.89,63.99,Alta,En observación
USR0592,3431.57,276.03,8.04,1869.19,1286.35,54.47,Alta,Saludable
USR0593,4860.99,2732.49,56.21,2809.55,-681.06,57.8,Nunca,En riesgo
USR0594,6004.44,1109.14,18.47,3395.38,1499.92,56.55,Alta,Saludable
USR0595,2883.28,598.83,20.77,1799.5,484.95,62.41,Media,En observación
USR0596,6513.93,620.71,9.53,3713.92,2179.3,57.02,Alta,Saludable
USR0597,4223.3,795.62,18.84,3244.51,183.16,76.82,Baja,En riesgo
USR0598,3203.46,286.53,8.94,1534.52,1382.41,47.9,Alta,Saludable
USR0599,4504.31,1047.96,23.27,3097.51,358.84,68.77,Baja,En observación
USR0600,3459.29,623.86,18.03,1929.11,906.32,55.77,Alta,Saludable
USR0601,1339.63,259.5,19.37,943.69,136.44,70.44,Media,En observación
USR0602,4667.35,469.55,10.06,2113.32,2084.48,45.28,Alta,Saludable
USR0603,2169.5,303.22,13.98,1434.38,431.9,66.12,Media,En observación
USR0604,1699.95,327.28,19.25,1292.32,80.36,76.02,Baja,En riesgo
USR0605,5628.03,344.61,6.12,3830.78,1452.64,68.07,Alta,En observación
USR0606,3000.46,673.1,22.43,1840.38,486.98,61.34,Media,En observación
USR0607,6246.97,1156.61,18.51,5588.62,-498.26,89.46,Nunca,En riesgo
USR0608,3245.13,97.75,3.01,3029.95,117.43,93.37,Baja,En riesgo
USR0609,4823.16,566.43,11.74,4344.86,-88.13,90.08,Nunca,En riesgo
USR0610,4707.69,456.16,9.69,2774.91,1476.62,58.94,Alta,Saludable
USR0611,3341.54,165.18,4.94,1030.44,2145.92,30.84,Alta,Saludable
USR0612,1739.3,184.95,10.63,1064.76,489.6,61.22,Alta,En observación
USR0613,4288.03,592.73,13.82,2622.72,1072.59,61.16,Alta,En observación
USR0614,4340.73,1978.47,45.58,3854.24,-1491.98,88.79,Nunca,En riesgo
USR0615,3518.03,698.4,19.85,2218.08,601.55,63.05,Media,En observación
USR0616,3484.48,442.58,12.7,3180.12,-138.21,91.27,Nunca,En riesgo
USR0617,2519.79,338.62,13.44,1407.95,773.23,55.88,Alta,Saludable
USR0618,2487.71,68.04,2.74,837.19,1582.48,33.65,Alta,Saludable
USR0619,3287.35,863.46,26.27,2385.44,38.45,72.56,Baja,En observación
USR0620,4214.99,512.19,12.15,1783.56,1919.24,42.31,Alta,Saludable
USR0621,1546.48,179.04,11.58,671.3,696.15,43.41,Alta,Saludable
USR0622,4603.45,541.6,11.77,2954.44,1107.4,64.18,Alta,En observación
USR0623,4396.56,588.86,13.39,2555.47,1252.23,58.12,Alta,Saludable
USR0624,3870.52,801.43,20.71,2518.88,550.22,65.08,Media,En observación
USR0625,4152.5,641.59,15.45,2840.84,670.07,68.41,Media,En observación
USR0626,1673.66,763.99,45.65,1394.13,-484.45,83.3,Nunca,En riesgo
USR0627,2979.47,1137.18,38.17,1521.01,321.28,51.05,Media,En observación
USR0628,4899.19,469.66,9.59,2506.25,1923.28,51.16,Alta,Saludable
USR0629,3878.24,230.74,5.95,2022.89,1624.61,52.16,Alta,Saludable
USR0630,5110.14,1347.53,26.37,3953.02,-190.4,77.36,Nunca,En riesgo
USR0631,5329.9,1205.3,22.61,4119.01,5.59,77.28,Baja,En riesgo
USR0632,2463.32,946.21,38.41,1560.25,-43.15,63.34,Nunca,En observación
USR0633,6880.22,1511.03,21.96,5862.17,-492.98,85.2,Nunca,En riesgo
USR0634,5726.49,268.97,4.7,2637.88,2819.64,46.06,Alta,Saludable
USR0635,3243.1,1351.53,41.67,1837.53,54.05,56.66,Baja,En riesgo
USR0636,7061.21,454.79,6.44,3178.15,3428.27,45.01,Alta,Saludable
USR0637,4257.02,675.68,15.87,2890.12,691.22,67.89,Media,En observación
USR0638,6122.11,299.17,4.89,5429.28,393.66,88.68,Baja,En observación
USR0639,1970.83,286.25,14.52,1763.18,-78.59,89.46,Nunca,En riesgo
USR0640,5176.4,579.58,11.2,3587.1,1009.72,69.3,Media,En observación
USR0641,1378.93,354.14,25.68,1003.05,21.74,72.74,Baja,En observación
USR0642,6931.26,1356.01,19.56,3831.12,1744.13,55.27,Alta,Saludable
USR0643,2293.27,247.44,10.79,1160.67,885.16,50.61,Alta,Saludable
USR0644,4115.96,361.04,8.77,2546.38,1208.54,61.87,Alta,En observación
USR0645,2246.93,438.05,19.5,1629.37,179.51,72.52,Baja,En observación
USR0646,6408.38,1374.13,21.44,4699.78,334.47,73.34,Baja,En observación
USR0647,1688.81,602.33,35.67,940.7,145.77,55.7,Baja,En observación
USR0648,4911.47,1093.1,22.26,2667.98,1150.4,54.32,Alta,En observación
USR0649,2290.85,335.7,14.65,1711.49,243.66,74.71,Media,En observación
USR0650,2258.94,306.42,13.56,1486.88,465.63,65.82,Alta,En observación
USR0651,2352.63,847.16,36.01,1739.83,-234.35,73.95,Nunca,En observación
USR0652,2494.42,408.56,16.38,1817.41,268.45,72.86,Media,En observación
USR0653,5425.78,523.69,9.65,2578.33,2323.76,47.52,Alta,Saludable
USR0654,1827.18,500.46,27.39,1240.7,86.01,67.9,Baja,En observación
USR0655,3131.37,554.84,17.72,2431.66,144.87,77.65,Baja,En riesgo
USR0656,2613.65,618.7,23.67,1870.98,123.96,71.59,Baja,En observación
USR0657,2867.54,472.78,16.49,2074.26,320.5,72.34,Media,En observación
USR0658,6615.06,799.41,12.08,3792.42,2023.23,57.33,Alta,Saludable
USR0659,5215.79,391.03,7.5,3435.87,1388.9,65.87,Alta,En observación
USR0660,3661.91,232.34,6.34,1803.54,1626.03,49.25,Alta,Saludable
USR0661,4372.55,1845.29,42.2,2401.26,126.0,54.92,Baja,En riesgo
USR0662,3723.09,1974.13,53.02,2318.47,-569.51,62.27,Nunca,En riesgo
USR0663,4037.05,1219.07,30.2,3512.21,-694.22,87.0,Nunca,En riesgo
USR0664,5148.22,521.03,10.12,3056.61,1570.58,59.37,Alta,Saludable
USR0665,6241.98,328.0,5.25,2693.15,3220.82,43.15,Alta,Saludable
USR0666,4740.19,432.14,9.12,3084.83,1223.22,65.08,Alta,En observación
USR0667,1377.46,369.2,26.8,1040.11,-31.85,75.51,Nunca,En riesgo
USR0668,2754.03,727.3,26.41,2102.23,-75.5,76.33,Nunca,En riesgo
USR0669,2913.26,1182.22,40.58,2260.03,-528.99,77.58,Nunca,En riesgo
USR0670,2746.4,91.36,3.33,2562.38,92.65,93.3,Baja,En riesgo
USR0671,2400.88,452.66,18.85,1482.73,465.49,61.76,Media,En observación
USR0672,6071.27,1036.67,17.08,3553.86,1480.74,58.54,Alta,Saludable
USR0673,3560.05,163.73,4.6,1862.21,1534.1,52.31,Alta,Saludable
USR0674,3347.44,212.38,6.34,2934.27,200.79,87.66,Baja,En observación
USR0675,5572.12,2263.32,40.62,3870.05,-561.25,69.45,Nunca,En riesgo
USR0676,2696.08,538.39,19.97,2086.44,71.25,77.39,Baja,En riesgo
USR0677,1563.27,144.93,9.27,1333.5,84.84,85.3,Baja,En observación
USR0678,5228.92,1132.47,21.66,3661.32,435.13,70.02,Baja,En observación
USR0679,3103.18,220.96,7.12,1835.9,1046.32,59.16,Alta,Saludable
