transaction_id,usuario_id,fecha,descripcion,monto,moneda,categoria,recurrente,medio_pago
TX001400,USR0084,2026-01-20,Lentes,288.57,USD,Salud,No,Tarjeta de débito
TX000980,USR0020,2026-06-29,Pasaje de tren,110.52,USD,Transporte,Sí,Pago con QR
TX001999,USR0010,2025-09-15,Compra de muebles,416.09,USD,Vivienda,No,Efectivo
TX000621,USR0027,2025-12-11,Taxi,13.92,USD,Transporte,No,Efectivo
TX000787,USR0016,2026-04-28,Combustible,156.07,USD,Transporte,Sí,Tarjeta de crédito
TX000131,USR0065,2025-09-27,Compra en supermercado,142.67,USD,Alimentación,No,Pago con QR
TX004003,USR0077,2026-02-10,Transferencia personal,500,USD,Otros,Sí,Efectivo
TX000037,USR0083,2026-06-10,Cafetería,150.08,USD,Alimentación,No,Transferencia bancaria
TX001421,USR0080,2025-10-31,Lentes,436.71,USD,Salud,No,Billetera virtual
TX002496,USR0018,2025-09-17,Clases particulares,367.81,USD,Educación,No,Débito automático
TX002710,USR0072,2025-08-01,Evento cultural,300,USD,Ocio,No,Efectivo
TX003233,USR0052,2026-03-04,Telefonía móvil,117.41,USD,Servicios,Sí,Transferencia bancaria
TX001368,USR0076,2025-10-06,Análisis clínicos,336.34,USD,Salud,No,Billetera virtual
TX002132,USR0083,2026-03-17,Material de estudio,749.6,USD,Educación,No,Efectivo
TX003225,USR0034,2026-05-07,Pago de impuestos,400,USD,Servicios,No,Pago con QR
TX002965,USR0003,2026-04-24,Hobby,300,USD,Ocio,No,Pago con QR
TX001420,USR0037,2026-05-18,Farmacia,144.13,USD,Salud,No,Efectivo
TX001798,USR0015,2025-09-29,Alquiler,958.14,USD,Vivienda,Sí,Billetera virtual
TX003201,USR0003,2025-08-21,Electricidad,168.48,USD,Servicios,Sí,Billetera virtual
TX003697,USR0024,2026-04-13,Compra de calzado,446.85,USD,Compras,No,Efectivo
TX002156,USR0049,2026-04-10,Certificación profesional,129.28,USD,Educación,No,Tarjeta de crédito
TX002146,USR0064,2026-01-05,Curso online,392.92,USD,Educación,Sí,Débito automático
TX001275,USR0017,2026-05-04,Medicamentos,68.8,USD,Salud,No,Billetera virtual
TX000209,USR0011,2025-10-26,Compra en supermercado,76.16,USD,Alimentación,No,Billetera virtual
TX004318,USR0095,2026-03-25,Cargo administrativo,287.19,USD,Otros,No,Pago con QR
TX002121,USR0010,2025-11-14,Plataforma educativa,220.02,USD,Educación,Sí,Pago con QR
TX004068,USR0084,2026-07-05,Retiro de efectivo,314.88,USD,Otros,No,Transferencia bancaria
TX001224,USR0036,2025-09-24,Farmacia,17.41,USD,Salud,Sí,Tarjeta de crédito
TX002042,USR0082,2025-08-27,Papelería,311.04,USD,Educación,Sí,Efectivo
TX002753,USR0089,2026-01-30,Videojuego,159.85,USD,Ocio,No,Billetera virtual
TX001919,USR0075,2025-12-08,Compra de muebles,1491.32,USD,Vivienda,No,Tarjeta de crédito
TX000943,USR0011,2026-06-15,Viaje por aplicación,154.25,USD,Transporte,No,Billetera virtual
TX000640,USR0007,2026-04-10,Pasaje de tren,180,USD,Transporte,No,Transferencia bancaria
TX002291,USR0047,2026-06-23,Compra de libros,720.09,USD,Educación,No,Transferencia bancaria
TX000924,USR0059,2026-05-21,Pasaje de tren,50.21,USD,Transporte,Sí,Pago con QR
TX003583,USR0020,2026-06-01,Compra de accesorios,619.51,USD,Compras,No,Pago con QR
TX001225,USR0094,2026-05-02,Lentes,45.36,USD,Salud,No,Tarjeta de crédito
TX002834,USR0008,2025-08-19,Concierto,152.27,USD,Ocio,No,Tarjeta de débito
TX000962,USR0017,2025-09-21,Carga de tarjeta de transporte,180,USD,Transporte,No,Transferencia bancaria
TX002411,USR0017,2026-01-08,Inscripción a curso,285.23,USD,Educación,No,Débito automático
TX000452,USR0062,2025-12-09,Cena,145.13,USD,Alimentación,No,Billetera virtual
TX001730,USR0089,2025-10-29,Materiales de construcción,2000,USD,Vivienda,No,Transferencia bancaria
TX003666,USR0066,2026-04-18,Compra de herramientas,306.21,USD,Compras,No,Tarjeta de débito
TX003189,USR0030,2025-08-30,Servicio de televisión,10,USD,Servicios,Sí,Tarjeta de débito
TX003805,USR0069,2026-05-03,Compra de accesorios,297.81,USD,Compras,No,Tarjeta de débito
TX002336,USR0004,2025-11-19,Clases particulares,960.71,USD,Educación,No,Débito automático
TX004454,USR0073,2025-11-11,Gasto eventual,152.44,USD,Otros,No,Efectivo
TX002653,USR0060,2025-12-16,Salida recreativa,297.96,USD,Ocio,No,Débito automático
TX002969,USR0090,2026-06-01,Servicio de streaming,22.6,USD,Ocio,Sí,Billetera virtual
TX002031,USR0077,2025-08-08,Plataforma educativa,653.09,USD,Educación,Sí,Efectivo
TX003475,USR0100,2026-04-01,Servicio de seguridad,400,USD,Servicios,Sí,Tarjeta de débito
TX003025,USR0071,2025-10-06,Servicio de internet,10,USD,Servicios,Sí,Transferencia bancaria
TX000866,USR0100,2026-03-03,Viaje por aplicación,126.51,USD,Transporte,No,Débito automático
TX003485,USR0091,2026-02-01,Electricidad,202.95,USD,Servicios,Sí,Pago con QR
TX004221,USR0001,2026-04-05,Donación,188.8,USD,Otros,No,Tarjeta de crédito
TX004095,USR0035,2025-10-23,Cargo administrativo,500,USD,Otros,No,Efectivo
TX001917,USR0097,2025-10-23,Materiales de construcción,2000,USD,Vivienda,No,Tarjeta de crédito
TX001605,USR0090,2026-03-08,Alquiler,2000,USD,Vivienda,Sí,Débito automático
TX002080,USR0050,2026-05-30,Compra de libros,741.33,USD,Educación,No,Pago con QR
TX002096,USR0051,2026-07-13,Capacitación,1000,USD,Educación,No,Pago con QR
TX001923,USR0068,2026-03-22,Mantenimiento del hogar,524.46,USD,Vivienda,No,Tarjeta de crédito
TX001008,USR0045,2025-10-17,Seguro de salud,500,USD,Salud,Sí,Pago con QR
TX000093,USR0060,2026-02-04,Almuerzo,77.33,USD,Alimentación,No,Transferencia bancaria
TX003634,USR0038,2026-02-23,Compra de calzado,1000,USD,Compras,No,Transferencia bancaria
TX001596,USR0045,2025-11-13,Materiales de construcción,1010.76,USD,Vivienda,No,Transferencia bancaria
TX003645,USR0096,2025-08-04,Artículos personales,48.87,USD,Compras,No,Billetera virtual
TX003395,USR0055,2025-07-16,Gas,148.58,USD,Servicios,Sí,Tarjeta de débito
TX003738,USR0062,2026-02-24,Compra de accesorios,808.1,USD,Compras,No,Tarjeta de débito
TX003615,USR0008,2025-11-01,Compra por internet,697.22,USD,Compras,No,Transferencia bancaria
TX000837,USR0059,2026-01-06,Mantenimiento del vehículo,137.19,USD,Transporte,No,Transferencia bancaria
TX001078,USR0094,2026-06-14,Terapia,192.79,USD,Salud,No,Efectivo
TX003747,USR0006,2026-05-09,Compra de tecnología,209.19,USD,Compras,No,Tarjeta de débito
TX000385,USR0018,2025-10-01,Cafetería,200,USD,Alimentación,No,Pago con QR
TX002199,USR0049,2025-07-24,Plataforma educativa,579.94,USD,Educación,Sí,Pago con QR
TX001248,USR0067,2026-01-22,Análisis clínicos,253.99,USD,Salud,No,Pago con QR
TX002831,USR0091,2025-10-15,Evento cultural,236.25,USD,Ocio,No,Efectivo
TX003246,USR0002,2026-04-28,Servicio de mantenimiento,148.65,USD,Servicios,Sí,Transferencia bancaria
TX002800,USR0002,2025-11-08,Actividad recreativa,183.33,USD,Ocio,No,Tarjeta de crédito
TX000769,USR0062,2025-10-24,Mantenimiento del vehículo,115.81,USD,Transporte,No,Billetera virtual
TX003355,USR0085,2026-02-22,Servicio de televisión,116.94,USD,Servicios,Sí,Tarjeta de débito
TX003312,USR0095,2026-02-04,Gas,400,USD,Servicios,Sí,Billetera virtual
TX000225,USR0001,2026-05-03,Restaurante,28.22,USD,Alimentación,No,Transferencia bancaria
TX004489,USR0057,2026-05-27,Cargo administrativo,224.35,USD,Otros,Sí,Pago con QR
TX000007,USR0087,2026-05-28,Compra en supermercado,38.29,USD,Alimentación,No,Tarjeta de débito
TX003006,USR0048,2025-11-07,Agua,400,USD,Servicios,Sí,Débito automático
TX002665,USR0072,2025-10-03,Hobby,197.35,USD,Ocio,Sí,Tarjeta de crédito
TX003593,USR0025,2026-07-07,Artículos personales,908.13,USD,Compras,Sí,Tarjeta de crédito
TX003777,USR0081,2026-01-04,Compra de accesorios,1000,USD,Compras,Sí,Billetera virtual
TX000651,USR0001,2026-02-15,Carga de tarjeta de transporte,98.4,USD,Transporte,No,Transferencia bancaria
TX001165,USR0068,2025-08-23,Medicamentos,500,USD,Salud,No,Tarjeta de crédito
TX004399,USR0015,2026-04-15,Donación,47.42,USD,Otros,No,Tarjeta de crédito
TX000238,USR0081,2026-06-30,Cafetería,148.27,USD,Alimentación,No,Efectivo
TX001293,USR0077,2025-12-28,Terapia,441.69,USD,Salud,Sí,Tarjeta de crédito
TX002110,USR0044,2026-04-13,Certificación profesional,113.09,USD,Educación,No,Pago con QR
TX002284,USR0045,2026-01-10,Certificación profesional,1000,USD,Educación,No,Tarjeta de crédito
TX001458,USR0063,2025-09-01,Terapia,324.28,USD,Salud,No,Billetera virtual
TX001972,USR0011,2025-12-02,Expensas,675.45,USD,Vivienda,Sí,Tarjeta de débito
TX001371,USR0012,2025-12-01,Consulta médica,500,USD,Salud,No,Billetera virtual
TX004457,USR0076,2025-09-07,Retiro de efectivo,44.65,USD,Otros,No,Tarjeta de débito
TX001228,USR0050,2025-09-10,Lentes,500,USD,Salud,No,Tarjeta de débito
TX003629,USR0048,2025-10-07,Compra de herramientas,1000,USD,Compras,No,Tarjeta de débito
TX002155,USR0078,2025-10-17,Curso online,394.47,USD,Educación,No,Tarjeta de débito
TX003268,USR0064,2025-11-11,Servicio de mantenimiento,91.18,USD,Servicios,No,Débito automático
TX000533,USR0074,2025-08-16,Peaje,180,USD,Transporte,No,Débito automático
TX003990,USR0068,2025-11-10,Compra de electrodoméstico,171.84,USD,Compras,No,Pago con QR
TX002329,USR0016,2026-05-30,Plataforma educativa,52.99,USD,Educación,Sí,Tarjeta de débito
TX001334,USR0064,2025-08-12,Odontología,249.16,USD,Salud,No,Débito automático
TX001888,USR0082,2026-02-16,Reparación de electrodoméstico,403.71,USD,Vivienda,No,Tarjeta de crédito
TX004293,USR0067,2025-12-03,Comisión bancaria,28.34,USD,Otros,No,Tarjeta de débito
TX000470,USR0095,2025-10-19,Verdulería,200,USD,Alimentación,No,Débito automático
TX001049,USR0085,2025-08-24,Análisis clínicos,145.32,USD,Salud,Sí,Tarjeta de crédito
TX004029,USR0049,2025-08-27,Compra no identificada,500,USD,Otros,No,Débito automático
TX001894,USR0027,2026-06-22,Servicio de limpieza,2000,USD,Vivienda,No,Débito automático
TX000632,USR0077,2026-04-21,Mantenimiento del vehículo,126.04,USD,Transporte,No,Tarjeta de débito
TX000469,USR0089,2025-11-26,Comida a domicilio,128.19,USD,Alimentación,No,Efectivo
TX004379,USR0097,2025-10-13,Donación,500,USD,Otros,No,Billetera virtual
TX002295,USR0021,2026-01-06,Compra de libros,575.22,USD,Educación,Sí,Transferencia bancaria
TX003692,USR0069,2025-08-12,Compra por internet,143.22,USD,Compras,No,Débito automático
TX004331,USR0054,2025-08-17,Gasto eventual,272.0,USD,Otros,No,Billetera virtual
TX002573,USR0091,2026-05-12,Actividad recreativa,213.25,USD,Ocio,No,Débito automático
TX002208,USR0083,2026-04-05,Certificación profesional,686.87,USD,Educación,Sí,Tarjeta de débito
TX001454,USR0049,2025-10-16,Análisis clínicos,162.2,USD,Salud,No,Tarjeta de débito
TX001254,USR0090,2025-07-25,Farmacia,500,USD,Salud,No,Pago con QR
TX000743,USR0074,2026-02-08,Transporte público,180,USD,Transporte,Sí,Transferencia bancaria
TX000123,USR0054,2025-08-06,Comida a domicilio,5,USD,Alimentación,No,Débito automático
TX002142,USR0020,2026-04-13,Cuota educativa,216.32,USD,Educación,Sí,Pago con QR
TX001836,USR0063,2025-11-25,Hipoteca,111.29,USD,Vivienda,Sí,Efectivo
TX001904,USR0005,2025-09-11,Servicio de limpieza,551.21,USD,Vivienda,No,Billetera virtual
TX000150,USR0060,2026-03-29,Restaurante,200,USD,Alimentación,Sí,Tarjeta de crédito
TX000285,USR0035,2025-10-04,Cena,129.61,USD,Alimentación,No,Pago con QR
TX003875,USR0055,2026-04-04,Compra de ropa,309.58,USD,Compras,No,Pago con QR
TX003147,USR0047,2025-10-23,Telefonía móvil,290.27,USD,Servicios,Sí,Tarjeta de débito
TX002474,USR0083,2025-12-22,Compra de libros,128.92,USD,Educación,No,Tarjeta de débito
TX002388,USR0049,2026-04-12,Curso online,709.81,USD,Educación,No,Efectivo
TX000038,USR0047,2026-01-22,Carnicería,52.22,USD,Alimentación,Sí,Efectivo
TX001523,USR0042,2026-06-09,Compra de muebles,1325.55,USD,Vivienda,No,Transferencia bancaria
TX000050,USR0032,2025-12-19,Restaurante,200,USD,Alimentación,No,Tarjeta de débito
TX000531,USR0002,2026-03-25,Peaje,74.03,USD,Transporte,No,Débito automático
TX003786,USR0008,2025-09-05,Compra por internet,70.66,USD,Compras,No,Débito automático
TX000976,USR0021,2025-09-23,Mantenimiento del vehículo,108.95,USD,Transporte,No,Transferencia bancaria
TX000993,USR0098,2025-12-16,Mantenimiento del vehículo,180,USD,Transporte,No,Tarjeta de débito
TX001138,USR0095,2025-07-23,Odontología,88.86,USD,Salud,Sí,Efectivo
TX003716,USR0049,2026-07-02,Compra de herramientas,1000,USD,Compras,No,Transferencia bancaria
TX001540,USR0032,2026-07-13,Reparación de electrodoméstico,1533.58,USD,Vivienda,No,Billetera virtual
TX001124,USR0031,2025-10-07,Medicamentos,50.38,USD,Salud,No,Pago con QR
TX001939,USR0087,2026-06-10,Hipoteca,653.33,USD,Vivienda,Sí,Billetera virtual
TX000831,USR0030,2025-08-22,Transporte público,118.81,USD,Transporte,No,Pago con QR
TX001197,USR0048,2025-11-03,Consulta médica,438.26,USD,Salud,No,Transferencia bancaria
TX001266,USR0094,2025-07-27,Farmacia,421.64,USD,Salud,No,Transferencia bancaria
TX003256,USR0021,2026-03-15,Servicio de internet,263.93,USD,Servicios,Sí,Billetera virtual
TX001900,USR0085,2026-03-27,Seguro del hogar,237.24,USD,Vivienda,Sí,Pago con QR
TX000311,USR0082,2025-08-23,Compra de alimentos,35.46,USD,Alimentación,No,Pago con QR
TX004265,USR0022,2026-03-28,Donación,112.94,USD,Otros,No,Tarjeta de débito
TX002026,USR0009,2025-07-22,Certificación profesional,590.24,USD,Educación,No,Tarjeta de crédito
TX001843,USR0085,2026-01-26,Expensas,50,USD,Vivienda,Sí,Efectivo
TX000199,USR0064,2026-02-06,Restaurante,16.13,USD,Alimentación,No,Pago con QR
TX001280,USR0009,2026-03-08,Análisis clínicos,292.64,USD,Salud,No,Efectivo
TX002032,USR0079,2025-07-19,Capacitación,731.94,USD,Educación,No,Tarjeta de crédito
TX000206,USR0001,2025-12-16,Comida a domicilio,129.97,USD,Alimentación,No,Transferencia bancaria
TX001041,USR0040,2026-07-05,Farmacia,189.48,USD,Salud,No,Transferencia bancaria
TX000920,USR0020,2025-07-17,Transporte público,99.65,USD,Transporte,No,Efectivo
TX001840,USR0018,2025-07-16,Servicio de limpieza,2000,USD,Vivienda,No,Tarjeta de débito
TX000994,USR0099,2026-07-06,Pasaje de autobús,57.4,USD,Transporte,No,Efectivo
TX002154,USR0086,2025-10-30,Inscripción a curso,767.02,USD,Educación,No,Efectivo
TX001819,USR0015,2026-04-08,Expensas,519.44,USD,Vivienda,Sí,Débito automático
TX001885,USR0070,2025-08-08,Servicio de limpieza,559.0,USD,Vivienda,No,Transferencia bancaria
TX001838,USR0069,2026-06-05,Materiales de construcción,154.48,USD,Vivienda,No,Transferencia bancaria
TX001757,USR0093,2026-02-20,Reparación de electrodoméstico,101.5,USD,Vivienda,No,Pago con QR
TX001743,USR0037,2026-02-01,Alquiler,1773.67,USD,Vivienda,Sí,Tarjeta de débito
TX004446,USR0081,2025-07-27,Ajuste de cuenta,341.1,USD,Otros,No,Tarjeta de crédito
TX001190,USR0025,2026-02-16,Consulta médica,497.53,USD,Salud,No,Tarjeta de débito
TX002882,USR0009,2026-06-30,Actividad recreativa,40.75,USD,Ocio,No,Débito automático
TX002292,USR0056,2025-07-23,Material de estudio,480.11,USD,Educación,No,Billetera virtual
TX004298,USR0070,2026-03-30,Donación,394.54,USD,Otros,No,Transferencia bancaria
TX003540,USR0035,2025-08-25,Compra de calzado,1000,USD,Compras,No,Billetera virtual
TX004411,USR0048,2026-05-03,Transferencia personal,250.29,USD,Otros,No,Tarjeta de crédito
TX002687,USR0066,2026-06-02,Suscripción de música,44.08,USD,Ocio,No,Tarjeta de crédito
TX001011,USR0056,2025-07-24,Análisis clínicos,460.27,USD,Salud,No,Pago con QR
TX003595,USR0007,2026-07-13,Compra de electrodoméstico,120.73,USD,Compras,Sí,Billetera virtual
TX001381,USR0063,2026-03-17,Odontología,177.47,USD,Salud,No,Débito automático
TX003856,USR0008,2025-09-05,Compra de calzado,509.24,USD,Compras,No,Billetera virtual
TX000316,USR0004,2026-06-11,Restaurante,190.0,USD,Alimentación,No,Débito automático
TX001047,USR0009,2026-04-07,Farmacia,84.47,USD,Salud,No,Efectivo
TX002083,USR0064,2025-07-24,Papelería,616.5,USD,Educación,No,Débito automático
TX003438,USR0042,2025-12-09,Servicio de internet,150.42,USD,Servicios,Sí,Tarjeta de débito
TX003135,USR0090,2025-08-12,Gas,222.22,USD,Servicios,Sí,Pago con QR
TX001212,USR0035,2026-03-29,Lentes,69.63,USD,Salud,Sí,Débito automático
TX003405,USR0019,2026-01-09,Servicio de internet,23.68,USD,Servicios,Sí,Billetera virtual
TX002607,USR0006,2026-05-01,Actividad recreativa,148.45,USD,Ocio,No,Tarjeta de crédito
TX000861,USR0011,2026-05-03,Estacionamiento,165.82,USD,Transporte,No,Tarjeta de débito
TX001920,USR0095,2026-03-03,Servicio de limpieza,2000,USD,Vivienda,No,Pago con QR
TX003831,USR0009,2025-10-09,Artículos personales,616.69,USD,Compras,No,Pago con QR
TX003252,USR0040,2025-07-31,Telefonía fija,238.02,USD,Servicios,Sí,Débito automático
TX000568,USR0028,2025-08-10,Combustible,180,USD,Transporte,No,Efectivo
TX001089,USR0043,2025-08-15,Estudio médico,33.32,USD,Salud,No,Transferencia bancaria
TX002325,USR0078,2025-12-05,Certificación profesional,39.8,USD,Educación,No,Transferencia bancaria
TX000544,USR0053,2025-08-25,Viaje por aplicación,3.55,USD,Transporte,No,Tarjeta de débito
TX001979,USR0054,2026-06-28,Mantenimiento del hogar,576.6,USD,Vivienda,No,Tarjeta de débito
TX004394,USR0071,2026-04-01,Transferencia personal,171.27,USD,Otros,No,Pago con QR
TX001034,USR0053,2026-02-26,Estudio médico,411.85,USD,Salud,No,Débito automático
TX001736,USR0039,2025-10-10,Servicio de limpieza,743.69,USD,Vivienda,Sí,Pago con QR
TX001157,USR0022,2025-11-05,Farmacia,175.6,USD,Salud,No,Pago con QR
TX001385,USR0057,2026-06-16,Odontología,500,USD,Salud,No,Transferencia bancaria
TX000708,USR0041,2026-06-02,Mantenimiento del vehículo,66.28,USD,Transporte,No,Transferencia bancaria
TX001737,USR0071,2026-04-18,Reparación del hogar,1154.02,USD,Vivienda,No,Pago con QR
TX001723,USR0057,2026-06-12,Materiales de construcción,866.85,USD,Vivienda,No,Débito automático
TX001991,USR0035,2025-08-12,Mantenimiento del hogar,2000,USD,Vivienda,No,Billetera virtual
TX003109,USR0029,2026-05-24,Electricidad,358.86,USD,Servicios,Sí,Débito automático
TX001677,USR0078,2026-05-23,Reparación del hogar,1165.46,USD,Vivienda,No,Efectivo
TX001594,USR0065,2025-08-14,Servicio de limpieza,896.09,USD,Vivienda,No,Tarjeta de débito
TX004274,USR0098,2026-04-09,Ajuste de cuenta,500,USD,Otros,No,Tarjeta de crédito
TX002057,USR0027,2026-06-13,Capacitación,1000,USD,Educación,No,Débito automático
TX001379,USR0075,2026-01-04,Seguro de salud,323.75,USD,Salud,Sí,Débito automático
TX001699,USR0038,2025-10-02,Compra de muebles,1428.68,USD,Vivienda,No,Débito automático
TX001139,USR0040,2025-08-12,Farmacia,114.72,USD,Salud,No,Pago con QR
TX003481,USR0075,2026-01-26,Servicio de televisión,34.9,USD,Servicios,Sí,Débito automático
TX003238,USR0065,2025-08-11,Servicio de televisión,400,USD,Servicios,Sí,Pago con QR
TX000085,USR0056,2026-05-31,Verdulería,117.34,USD,Alimentación,No,Billetera virtual
TX004366,USR0099,2026-03-14,Ajuste de cuenta,148.44,USD,Otros,No,Tarjeta de crédito
TX002618,USR0050,2025-10-15,Servicio de streaming,277.15,USD,Ocio,Sí,Efectivo
TX002652,USR0095,2026-03-23,Concierto,300,USD,Ocio,No,Efectivo
TX003633,USR0015,2026-01-20,Compra de cosmética,124.68,USD,Compras,No,Efectivo
TX004186,USR0058,2025-12-17,Donación,291.49,USD,Otros,Sí,Tarjeta de débito
TX002145,USR0007,2025-10-31,Capacitación,612.4,USD,Educación,No,Billetera virtual
TX003096,USR0002,2025-09-19,Servicio de televisión,400,USD,Servicios,Sí,Efectivo
TX001583,USR0019,2025-12-06,Compra de muebles,1854.6,USD,Vivienda,No,Pago con QR
TX004124,USR0099,2026-04-15,Ajuste de cuenta,310.27,USD,Otros,No,Tarjeta de débito
TX004245,USR0027,2025-08-11,Comisión bancaria,191.18,USD,Otros,No,Efectivo
TX002307,USR0083,2026-07-02,Certificación profesional,130.43,USD,Educación,No,Tarjeta de débito
TX001771,USR0082,2025-09-29,Compra de muebles,693.73,USD,Vivienda,No,Transferencia bancaria
TX003958,USR0076,2026-06-23,Compra de calzado,232.07,USD,Compras,No,Débito automático
TX001977,USR0054,2026-07-06,Alquiler,892.82,USD,Vivienda,Sí,Tarjeta de débito
TX000784,USR0091,2025-11-02,Peaje,154.05,USD,Transporte,No,Pago con QR
TX000901,USR0074,2026-04-14,Peaje,75.89,USD,Transporte,No,Tarjeta de débito
TX004347,USR0038,2025-11-09,Gasto eventual,427.15,USD,Otros,No,Pago con QR
TX001784,USR0031,2025-12-05,Reparación del hogar,604.61,USD,Vivienda,No,Pago con QR
TX003810,USR0040,2025-08-21,Compra de cosmética,475.68,USD,Compras,No,Efectivo
TX004313,USR0096,2026-03-01,Cargo administrativo,188.2,USD,Otros,No,Tarjeta de crédito
TX003026,USR0078,2026-06-07,Telefonía fija,143.8,USD,Servicios,Sí,Tarjeta de crédito
TX004195,USR0043,2026-07-02,Transferencia personal,55.94,USD,Otros,No,Efectivo
TX003835,USR0041,2025-07-26,Compra de accesorios,232.42,USD,Compras,No,Efectivo
TX002991,USR0024,2025-11-09,Hobby,300,USD,Ocio,No,Transferencia bancaria
TX001470,USR0098,2025-09-15,Análisis clínicos,75.23,USD,Salud,No,Pago con QR
TX001566,USR0062,2025-09-13,Seguro del hogar,301.6,USD,Vivienda,Sí,Billetera virtual
TX001238,USR0094,2025-08-20,Farmacia,220.21,USD,Salud,No,Tarjeta de débito
TX002230,USR0023,2025-12-13,Papelería,580.72,USD,Educación,No,Transferencia bancaria
TX001306,USR0059,2026-02-26,Terapia,256.78,USD,Salud,No,Efectivo
TX003079,USR0084,2025-09-17,Servicio de internet,189.73,USD,Servicios,Sí,Billetera virtual
TX000566,USR0069,2026-01-06,Peaje,7.03,USD,Transporte,No,Débito automático
TX002879,USR0067,2026-01-26,Entrada de cine,121.56,USD,Ocio,No,Pago con QR
TX003678,USR0093,2026-07-11,Compra para mascotas,208.26,USD,Compras,No,Pago con QR
TX002725,USR0007,2026-04-23,Suscripción de música,134.21,USD,Ocio,Sí,Billetera virtual
TX001465,USR0034,2025-07-19,Lentes,172.18,USD,Salud,No,Débito automático
TX003891,USR0054,2026-02-25,Compra para mascotas,282.38,USD,Compras,No,Efectivo
TX004260,USR0032,2026-04-19,Transferencia personal,30.54,USD,Otros,No,Pago con QR
TX001145,USR0001,2026-01-06,Estudio médico,495.63,USD,Salud,Sí,Transferencia bancaria
TX001151,USR0056,2025-11-29,Análisis clínicos,85.54,USD,Salud,No,Billetera virtual
TX002664,USR0027,2025-11-07,Evento cultural,289.75,USD,Ocio,Sí,Billetera virtual
TX004007,USR0043,2025-12-19,Retiro de efectivo,220.62,USD,Otros,No,Pago con QR
TX003393,USR0083,2025-08-13,Electricidad,400,USD,Servicios,Sí,Transferencia bancaria
TX004174,USR0042,2026-01-13,Ajuste de cuenta,403.78,USD,Otros,No,Tarjeta de débito
TX001519,USR0048,2025-08-30,Mantenimiento del hogar,228.76,USD,Vivienda,No,Tarjeta de crédito
TX001312,USR0043,2026-03-12,Lentes,166.28,USD,Salud,Sí,Débito automático
TX004272,USR0066,2026-02-15,Ajuste de cuenta,228.92,USD,Otros,No,Billetera virtual
TX004290,USR0074,2026-07-02,Cargo administrativo,455.78,USD,Otros,No,Pago con QR
TX003011,USR0011,2025-10-13,Servicio de seguridad,369.76,USD,Servicios,Sí,Billetera virtual
TX002159,USR0035,2026-04-09,Plataforma educativa,1000,USD,Educación,Sí,Tarjeta de débito
TX000397,USR0022,2026-03-16,Verdulería,17.03,USD,Alimentación,No,Transferencia bancaria
TX004267,USR0093,2026-05-10,Retiro de efectivo,294.36,USD,Otros,No,Billetera virtual
TX001986,USR0081,2026-04-20,Expensas,518.48,USD,Vivienda,Sí,Efectivo
TX000448,USR0066,2025-10-15,Comida a domicilio,83.78,USD,Alimentación,No,Billetera virtual
TX000358,USR0001,2026-02-07,Almuerzo,49.89,USD,Alimentación,No,Débito automático
TX000563,USR0063,2026-03-07,Combustible,59.82,USD,Transporte,No,Pago con QR
TX000257,USR0076,2026-01-23,Restaurante,12.78,USD,Alimentación,Sí,Tarjeta de crédito
TX002079,USR0011,2025-08-03,Certificación profesional,372.76,USD,Educación,No,Pago con QR
TX000336,USR0050,2025-10-15,Compra en supermercado,151.68,USD,Alimentación,No,Billetera virtual
TX003344,USR0077,2026-05-06,Agua,400,USD,Servicios,Sí,Billetera virtual
TX002070,USR0044,2026-02-14,Curso online,202.65,USD,Educación,No,Transferencia bancaria
TX002844,USR0088,2025-11-25,Evento cultural,52.23,USD,Ocio,No,Efectivo
TX003603,USR0077,2026-03-12,Compra de ropa,1000,USD,Compras,Sí,Transferencia bancaria
TX001617,USR0070,2025-12-03,Reparación del hogar,848.17,USD,Vivienda,No,Efectivo
TX003158,USR0080,2025-11-18,Telefonía móvil,400,USD,Servicios,Sí,Tarjeta de débito
TX002772,USR0042,2026-01-10,Hobby,54.33,USD,Ocio,Sí,Débito automático
TX000929,USR0047,2026-01-22,Peaje,80.5,USD,Transporte,No,Transferencia bancaria
TX000720,USR0088,2025-12-21,Taxi,14.04,USD,Transporte,No,Débito automático
TX003306,USR0046,2026-01-12,Pago de impuestos,400,USD,Servicios,No,Tarjeta de débito
TX001805,USR0081,2026-03-07,Seguro del hogar,1149.81,USD,Vivienda,Sí,Billetera virtual
TX001968,USR0054,2026-05-28,Compra de muebles,970.98,USD,Vivienda,No,Billetera virtual
TX003526,USR0034,2026-06-27,Compra de herramientas,187.14,USD,Compras,Sí,Débito automático
TX004120,USR0097,2026-06-06,Comisión bancaria,398.31,USD,Otros,No,Pago con QR
TX001192,USR0062,2025-12-12,Lentes,226.33,USD,Salud,No,Tarjeta de crédito
TX003792,USR0045,2025-11-28,Compra de cosmética,628.52,USD,Compras,No,Transferencia bancaria
TX000004,USR0027,2025-08-04,Carnicería,195.9,USD,Alimentación,No,Débito automático
TX000490,USR0033,2025-12-29,Carnicería,119.48,USD,Alimentación,Sí,Billetera virtual
TX001204,USR0075,2025-10-10,Lentes,59.74,USD,Salud,No,Efectivo
TX000992,USR0002,2025-08-09,Estacionamiento,68.28,USD,Transporte,Sí,Tarjeta de crédito
TX000973,USR0085,2026-01-07,Taxi,52.21,USD,Transporte,No,Tarjeta de débito
