usuario_id,ingreso_mensual,gasto_mensual_promedio,deuda_mensual,ahorro_mensual_estimado,porcentaje_gastos_ingreso,nivel_endeudamiento,porcentaje_ahorro_ingreso,frecuencia_ahorro,perfil_financiero,estado,ratio_gasto_ingreso,ratio_deuda_ingreso,ratio_ahorro_ingreso,margen_mensual_estimado,cantidad_transacciones,monto_total,monto_promedio_transaccion,monto_mediano,monto_maximo,desviacion_montos,cantidad_recurrentes,cantidad_transacciones_grandes,categorias_distintas,ratio_deuda_ingreso_calculado,ratio_gasto_ingreso_calculado,ratio_ahorro_ingreso_calculado
USR0201,2921.66,1762.25,439.61,1159.41,60.32,15.05,39.68,Alta,En observación,ACTIVO,0.603167377449806,0.15046583106863906,0.39683262255019414,1159.4099999999999,72,56206.98,780.6525,217.55,3012.35,1061.9088802608069,28,25,12,0.15046583106863906,0.603167377449806,0.39683262255019414
USR0202,4790.09,2791.31,2495.84,1998.77,58.27,52.1,41.73,Alta,En riesgo,ACTIVO,0.5827260030604853,0.5210424021260561,0.4172719092960675,1998.7800000000002,73,90976.78,1246.2572602739726,323.77,4888.42,1728.8832227017567,32,30,12,0.5210424021260561,0.5827260030604853,0.4172719092960675
USR0203,2721.65,1433.24,54.99,1288.4,52.66,2.02,47.34,Alta,Saludable,ACTIVO,0.5266070214759428,0.020204655264269837,0.4733893042823287,1288.41,72,49858.71,692.4820833333333,136.21,3142.03,1022.2063475252687,25,30,11,0.020204655264269837,0.5266070214759428,0.4733893042823287
USR0204,4612.44,3428.19,874.99,1184.25,74.32,18.97,25.68,Alta,En observación,ACTIVO,0.743248692665921,0.18970219666814095,0.25675130733407914,1184.2499999999995,72,96487.56,1340.105,712.2950000000001,4759.34,1632.227290324137,30,21,12,0.18970219666814095,0.743248692665921,0.25675130733407914
USR0205,3491.7,2340.77,296.29,1150.93,67.04,8.49,32.96,Alta,En observación,ACTIVO,0.6703811896783802,0.08485551450582812,0.3296188103216199,1150.9299999999998,75,69989.69,933.1958666666667,555.32,3449.37,1131.473289572701,31,21,14,0.08485551450582812,0.6703811896783802,0.3296188103216199
USR0206,2245.79,1535.42,298.74,710.37,68.37,13.3,31.63,Alta,En observación,ACTIVO,0.6836881453742336,0.13302223271098368,0.31631185462576644,710.3699999999999,73,45374.53,621.568904109589,263.87,2290.7,793.578361595896,33,25,12,0.13302223271098368,0.6836881453742336,0.31631185462576644
USR0207,6169.99,5429.66,705.0,740.33,88.0,11.43,12.0,Media,En riesgo,ACTIVO,0.880011150747408,0.11426274596879411,0.119988849252592,740.3299999999999,75,139195.81,1855.9441333333334,650.47,6173.01,2164.8630913830752,27,29,13,0.11426274596879411,0.880011150747408,0.119988849252592
USR0208,5351.24,2696.44,3059.13,2654.8,50.39,57.17,49.61,Alta,En riesgo,ACTIVO,0.503890687018336,0.5716675013641699,0.4961093129816641,2654.7999999999997,75,96572.11,1287.6281333333334,442.84,5341.74,1842.3421835765628,31,24,13,0.5716675013641699,0.503890687018336,0.4961093129816641
USR0209,3530.34,2676.19,873.26,854.15,75.81,24.74,24.19,Alta,En observación,ACTIVO,0.758054465009036,0.2473586113518811,0.24194553499096402,854.1500000000001,73,74478.37,1020.2516438356164,362.32,4060.38,1257.3388295755333,31,27,12,0.2473586113518811,0.758054465009036,0.24194553499096402
USR0210,2054.75,1399.0,158.65,655.75,68.09,7.72,31.91,Alta,En observación,ACTIVO,0.680861418664071,0.07721133957902422,0.31913858133592893,655.75,73,41445.0,567.7397260273973,250.84,2076.27,701.4185687075169,29,24,13,0.07721133957902422,0.680861418664071,0.31913858133592893
USR0211,2801.86,1404.98,106.07,1396.88,50.14,3.79,49.86,Alta,Saludable,ACTIVO,0.5014454683674416,0.0378569949961811,0.49855453163255836,1396.88,76,50482.03,664.2372368421053,162.765,2837.01,957.2985155399175,32,30,14,0.0378569949961811,0.5014454683674416,0.49855453163255836
USR0212,2633.39,1178.39,1380.18,1455.01,44.75,52.41,55.25,Alta,En riesgo,ACTIVO,0.44748024409601317,0.5241077090746149,0.5525235532906254,1454.9999999999998,75,45741.4,609.8853333333334,220.1,2588.64,865.5272326072039,31,28,13,0.5241077090746149,0.44748024409601317,0.5525235532906254
USR0213,4483.97,3436.5,965.85,1047.47,76.64,21.54,23.36,Alta,En observación,ACTIVO,0.7663967421726728,0.21540063827367265,0.2336032578273271,1047.4700000000003,76,95045.68000000001,1250.601052631579,437.16999999999996,4481.24,1521.827000717737,30,29,14,0.21540063827367265,0.7663967421726728,0.2336032578273271
USR0214,6980.25,3294.35,424.74,3685.9,47.2,6.08,52.8,Alta,Saludable,ACTIVO,0.47195301027900144,0.060848823466208235,0.5280469897209985,3685.9,76,123295.2,1622.3052631578946,634.995,7033.48,2347.2285582115624,31,22,13,0.060848823466208235,0.47195301027900144,0.5280469897209985
USR0215,3620.28,2922.29,1079.53,697.99,80.72,29.82,19.28,Media,En observación,ACTIVO,0.8071999955804523,0.29818964279006044,0.19280000441954764,697.9900000000002,75,78510.88,1046.8117333333334,663.69,3692.02,1215.9527153661916,31,19,12,0.29818964279006044,0.8071999955804523,0.19280000441954764
USR0216,1851.07,1501.41,262.53,349.66,81.11,14.18,18.89,Media,En observación,ACTIVO,0.8111038480446445,0.14182607897054136,0.18889615195535558,349.65999999999985,73,40229.81,551.0932876712328,212.06,1890.41,640.7848477454443,28,30,13,0.14182607897054136,0.8111038480446445,0.18889615195535558
USR0217,5079.8,3722.3,802.79,1357.5,73.28,15.8,26.72,Alta,En observación,ACTIVO,0.7327650694909249,0.15803574943895426,0.26723493050907515,1357.5,77,105625.1,1371.7545454545455,760.99,5011.37,1637.2772746026808,27,20,15,0.15803574943895426,0.7327650694909249,0.26723493050907515
USR0218,4023.32,2391.36,218.44,1631.96,59.44,5.43,40.56,Alta,Saludable,ACTIVO,0.594374794945468,0.05429346907529105,0.4056252050545321,1631.96,72,76976.08,1069.1122222222223,316.35,4155.73,1426.6690756702708,28,28,12,0.05429346907529105,0.594374794945468,0.4056252050545321
USR0219,1879.63,1742.64,322.92,136.99,92.71,17.18,7.29,Baja,En riesgo,ACTIVO,0.9271186350505153,0.17179976910349376,0.07288136494948474,136.99,73,43467.34,595.4430136986301,366.6,1883.33,645.8498347412005,22,23,12,0.17179976910349376,0.9271186350505153,0.07288136494948474
USR0220,4721.26,2577.64,2719.37,2143.63,54.6,57.6,45.4,Alta,En riesgo,ACTIVO,0.5459644247510198,0.5759839534361589,0.45403769332762867,2143.6200000000003,79,87586.75,1108.6930379746836,418.02,5514.18,1625.1192159222917,27,24,15,0.5759839534361589,0.5459644247510198,0.45403769332762867
USR0221,6503.2,6106.03,1374.38,397.16,93.89,21.13,6.11,Baja,En riesgo,ACTIVO,0.9389269897896421,0.21133903309140117,0.061071472505843286,397.1700000000001,72,151310.73,2101.5379166666667,1617.3249999999998,6644.85,2248.976133363012,26,17,12,0.21133903309140117,0.9389269897896421,0.061071472505843286
USR0222,4300.22,2668.21,1831.67,1632.0,62.05,42.59,37.95,Alta,En riesgo,ACTIVO,0.6204822078870383,0.42594797475477997,0.3795154666505434,1632.0100000000002,72,83621.17,1161.4051388888888,337.75,4406.68,1548.6418835843003,28,24,12,0.42594797475477997,0.6204822078870383,0.3795154666505434
USR0223,2259.19,2153.38,339.51,105.81,95.32,15.03,4.68,Baja,En riesgo,ACTIVO,0.9531646298009464,0.15027952496248656,0.04683537019905364,105.80999999999995,72,52950.83,735.4281944444444,334.995,3266.9,846.446876158608,26,25,12,0.15027952496248656,0.9531646298009464,0.04683537019905364
USR0224,4820.55,3944.4,514.62,876.15,81.82,10.68,18.18,Media,En observación,ACTIVO,0.8182468805426767,0.10675545321591934,0.18175311945732334,876.1500000000001,75,105179.43,1402.3924,530.67,5621.4,1730.0300471909009,37,29,13,0.10675545321591934,0.8182468805426767,0.18175311945732334
USR0225,2625.72,2140.36,439.96,485.36,81.52,16.76,18.48,Media,En observación,ACTIVO,0.815151653641668,0.16755785079901894,0.18484834635833222,485.3599999999997,74,57192.95,772.8777027027027,445.245,2632.64,886.8961532135887,29,21,12,0.16755785079901894,0.815151653641668,0.18484834635833222
USR0226,5529.97,2841.54,2822.62,2688.43,51.38,51.04,48.62,Alta,En riesgo,ACTIVO,0.5138436555713684,0.5104222988551474,0.4861563444286316,2688.4300000000003,73,100458.15,1376.1390410958904,523.72,5682.43,1920.2353027668576,29,27,12,0.5104222988551474,0.5138436555713684,0.4861563444286316
USR0227,2631.03,1744.95,115.27,886.08,66.32,4.38,33.68,Alta,En observación,ACTIVO,0.6632193475559002,0.04381173912878226,0.3367806524440998,886.0800000000002,72,52511.72,729.3294444444444,288.83000000000004,2681.26,939.9750112844084,38,25,11,0.04381173912878226,0.6632193475559002,0.3367806524440998
USR0228,4579.21,3224.38,576.07,1354.83,70.41,12.58,29.59,Alta,En observación,ACTIVO,0.704134555960526,0.1258011753118988,0.295865444039474,1354.83,76,93643.01,1232.1448684210525,734.74,4555.07,1471.7289372766018,23,19,12,0.1258011753118988,0.704134555960526,0.295865444039474
USR0229,4437.81,2994.11,1277.93,1443.7,67.47,28.8,32.53,Alta,En observación,ACTIVO,0.6746818813784277,0.2879641084228482,0.32531811862157234,1443.7000000000003,78,89183.07,1143.3726923076924,383.435,4390.68,1452.9782494548087,29,31,14,0.2879641084228482,0.6746818813784277,0.32531811862157234
USR0230,4640.13,2588.73,441.69,2051.41,55.79,9.52,44.21,Alta,Saludable,ACTIVO,0.5579003174480025,0.09518914340762004,0.44210183766403094,2051.4,73,86746.31,1188.305616438356,556.07,4748.9,1606.3749107107822,28,21,12,0.09518914340762004,0.5579003174480025,0.44210183766403094
USR0231,5598.01,2238.8,626.8,3359.21,39.99,11.2,60.01,Alta,Saludable,ACTIVO,0.39992783149726424,0.1119683601851372,0.6000721685027358,3359.21,74,94041.64,1270.832972972973,270.905,5723.22,1947.68369779721,28,32,13,0.1119683601851372,0.39992783149726424,0.6000721685027358
USR0232,4639.39,2885.83,184.69,1753.56,62.2,3.98,37.8,Alta,En observación,ACTIVO,0.6220278959087293,0.03980911283595472,0.3779721040912706,1753.5600000000004,77,90302.67,1172.7619480519481,550.3,4503.01,1484.73388772112,33,27,14,0.03980911283595472,0.6220278959087293,0.3779721040912706
USR0233,2398.32,1402.55,421.99,995.78,58.48,17.6,41.52,Alta,Saludable,ACTIVO,0.5848051969712131,0.17595233329997664,0.4151989726141632,995.7700000000002,76,45610.43,600.1372368421053,251.38,2337.75,779.3427490231303,26,23,15,0.17595233329997664,0.5848051969712131,0.4151989726141632
USR0234,2055.0,1276.78,323.51,778.22,62.13,15.74,37.87,Alta,En observación,ACTIVO,0.6213041362530414,0.15742579075425792,0.3786958637469586,778.22,79,39981.39,506.09354430379744,217.54,1930.14,627.8254109511616,30,25,14,0.15742579075425792,0.6213041362530414,0.3786958637469586
USR0235,1261.89,994.98,261.81,266.91,78.85,20.75,21.15,Alta,En observación,ACTIVO,0.7884839407555333,0.2074745025319164,0.21151605924446665,266.9100000000001,73,27082.37,370.9913698630137,150.04,1277.28,440.90899970753316,25,23,13,0.2074745025319164,0.7884839407555333,0.21151605924446665
USR0236,4538.1,2814.72,292.5,1723.38,62.02,6.45,37.98,Alta,En observación,ACTIVO,0.6202419514774905,0.06445428703642493,0.37975804852250944,1723.3800000000006,74,88233.87,1192.3495945945945,371.62,4601.63,1545.6613304648447,23,31,11,0.06445428703642493,0.6202419514774905,0.37975804852250944
USR0237,3676.69,2469.65,333.53,1207.04,67.17,9.07,32.83,Alta,En observación,ACTIVO,0.6717047126627483,0.09071474614395011,0.3282952873372517,1207.04,75,73756.04,983.4138666666665,286.68,3735.65,1260.405293277259,29,33,13,0.09071474614395011,0.6717047126627483,0.3282952873372517
USR0238,4612.48,4331.39,1399.19,281.09,93.91,30.33,6.09,Baja,En riesgo,ACTIVO,0.9390588143471627,0.30334874080754826,0.06094118565283752,281.08999999999924,75,107326.49,1431.0198666666668,490.53,4608.9,1613.353431954273,29,29,13,0.30334874080754826,0.9390588143471627,0.06094118565283752
USR0239,5913.96,2946.32,476.96,2967.65,49.82,8.06,50.18,Alta,Saludable,ACTIVO,0.4981974852721358,0.08064985221408329,0.5018042056422432,2967.64,74,106323.39,1436.8025675675676,428.41999999999996,5977.3,2026.406624497755,32,26,12,0.08064985221408329,0.4981974852721358,0.5018042056422432
USR0240,2256.78,1245.08,398.52,1011.7,55.17,17.66,44.83,Alta,Saludable,ACTIVO,0.5517064135626866,0.17658788184936056,0.4482935864373133,1011.7000000000003,75,42022.37,560.2982666666667,179.41,2219.13,755.1282748276959,28,24,12,0.17658788184936056,0.5517064135626866,0.4482935864373133
USR0241,4332.92,2650.7,456.63,1682.23,61.18,10.54,38.82,Alta,En observación,ACTIVO,0.6117583523351457,0.10538620606888657,0.38824395557730124,1682.2200000000003,72,83803.45,1163.9368055555556,344.55,4453.84,1529.5692488353086,29,29,12,0.10538620606888657,0.6117583523351457,0.38824395557730124
USR0242,2657.01,1856.91,463.1,800.1,69.89,17.43,30.11,Alta,En observación,ACTIVO,0.6988720403762123,0.1742936609196051,0.30112795962378763,800.1000000000001,72,54167.03,752.3198611111111,253.64999999999998,2734.93,932.9572903113254,27,30,12,0.1742936609196051,0.6988720403762123,0.30112795962378763
USR0243,5106.19,4359.69,2237.05,746.5,85.38,43.81,14.62,Media,En riesgo,ACTIVO,0.8538048917098658,0.43810551507092377,0.14619510829013413,746.5,75,113590.44,1514.5392,880.47,5045.06,1644.380423440374,33,20,12,0.43810551507092377,0.8538048917098658,0.14619510829013413
USR0244,4058.01,2788.33,489.69,1269.67,68.71,12.07,31.29,Alta,En observación,ACTIVO,0.6871175773347034,0.12067244782541195,0.3128799584032568,1269.6800000000003,77,82156.11,1066.9624675324676,453.55,4004.19,1371.4244082226448,33,23,15,0.12067244782541195,0.6871175773347034,0.3128799584032568
USR0245,2205.35,1512.54,260.12,692.81,68.59,11.79,31.41,Alta,En observación,ACTIVO,0.6858503185435418,0.11794953182034598,0.31414968145645816,692.81,74,44614.76,602.9021621621622,190.84,2172.11,746.125635337367,32,32,14,0.11794953182034598,0.6858503185435418,0.31414968145645816
USR0246,2662.52,2297.1,1294.34,365.41,86.28,48.61,13.72,Media,En riesgo,ACTIVO,0.8627540825984406,0.4861334374953052,0.13724216156122773,365.4200000000001,73,59515.47,815.2804109589041,448.33,2692.84,925.5709958234165,32,20,13,0.4861334374953052,0.8627540825984406,0.13724216156122773
USR0247,1522.6,1169.18,166.48,353.42,76.79,10.93,23.21,Alta,En observación,ACTIVO,0.7678838828319979,0.10933928805989754,0.23211611716800212,353.41999999999985,74,32301.33,436.5044594594595,221.23000000000002,1507.26,500.04908140510304,36,22,13,0.10933928805989754,0.7678838828319979,0.23211611716800212
USR0248,5095.95,1927.93,399.07,3168.02,37.83,7.83,62.17,Alta,Saludable,ACTIVO,0.37832592548984983,0.07831120792001492,0.6216740745101502,3168.0199999999995,74,84286.54,1139.007297297297,350.995,5085.48,1750.42769384169,28,24,13,0.07831120792001492,0.37832592548984983,0.6216740745101502
USR0249,3620.41,3008.76,1317.36,611.65,83.11,36.39,16.89,Media,En riesgo,ACTIVO,0.8310550462516677,0.36387039037015145,0.16894495374833238,611.6499999999996,77,79550.14,1033.1187012987014,349.91,3728.16,1255.7318505916764,34,32,15,0.36387039037015145,0.8310550462516677,0.16894495374833238
USR0250,3343.56,2485.19,848.69,858.37,74.33,25.38,25.67,Alta,En observación,ACTIVO,0.7432766273074208,0.2538282549139241,0.25672337269257917,858.3699999999999,72,69945.02,971.4586111111112,329.015,3422.63,1168.3008454586738,30,29,10,0.2538282549139241,0.7432766273074208,0.25672337269257917
USR0251,5101.82,3538.65,995.62,1563.18,69.36,19.51,30.64,Alta,En observación,ACTIVO,0.6936054192425449,0.19514996609053242,0.3063965408422877,1563.1699999999996,78,103685.64,1329.303076923077,756.1500000000001,5046.94,1645.1810532853553,29,19,14,0.19514996609053242,0.6936054192425449,0.3063965408422877
USR0252,1807.12,1368.74,285.37,438.37,75.74,15.79,24.26,Alta,En observación,ACTIVO,0.7574151135508433,0.15791425029881803,0.2425793527823277,438.3799999999999,72,38110.32,529.31,211.735,1847.8,648.925318744031,26,25,12,0.15791425029881803,0.7574151135508433,0.2425793527823277
USR0253,6099.77,3432.9,412.14,2666.87,56.28,6.76,43.72,Alta,Saludable,ACTIVO,0.5627917118186423,0.06756648201489564,0.4372082881813576,2666.8700000000003,74,114391.94,1545.837027027027,543.79,6099.35,2083.56080502923,34,25,13,0.06756648201489564,0.5627917118186423,0.4372082881813576
USR0254,4414.68,3185.93,938.17,1228.76,72.17,21.25,27.83,Alta,En observación,ACTIVO,0.7216672556108256,0.21251143910770426,0.2783350095590167,1228.7500000000005,78,91207.3,1169.324358974359,582.075,4325.68,1420.4436264348733,23,21,14,0.21251143910770426,0.7216672556108256,0.2783350095590167
USR0255,4464.82,3962.96,971.0,501.86,88.76,21.75,11.24,Media,En riesgo,ACTIVO,0.8875968124134904,0.21747797223628276,0.11240318758650966,501.8599999999997,74,101133.38,1366.6672972972974,506.385,4586.41,1587.5486374784612,33,27,13,0.21747797223628276,0.8875968124134904,0.11240318758650966
USR0256,4631.36,3290.57,1263.57,1340.79,71.05,27.28,28.95,Alta,En observación,ACTIVO,0.7104975644303186,0.27282914737787606,0.28950243556968147,1340.7899999999995,72,95063.23,1320.3226388888888,455.8,4766.8,1635.6356576555634,30,30,12,0.27282914737787606,0.7104975644303186,0.28950243556968147
USR0257,5872.28,3316.25,591.07,2556.04,56.47,10.07,43.53,Alta,Saludable,ACTIVO,0.5647295428692093,0.10065426035543265,0.43527216004686425,2556.0299999999997,72,110262.36,1531.4216666666666,421.995,6055.27,2069.5572608107873,28,28,12,0.10065426035543265,0.5647295428692093,0.43527216004686425
USR0258,3200.76,2227.56,275.04,973.2,69.59,8.59,30.41,Alta,En observación,ACTIVO,0.6959472125370224,0.08592959172196603,0.30405278746297754,973.2000000000003,73,65139.88,892.3271232876712,272.87,6350.9,1283.7366460016021,22,26,13,0.08592959172196603,0.6959472125370224,0.30405278746297754
USR0259,5607.23,3739.0,2030.83,1868.23,66.68,36.22,33.32,Alta,En riesgo,ACTIVO,0.6668176621968424,0.36218061324397255,0.33318233780315776,1868.2299999999996,74,112154.78,1515.605135135135,528.24,5676.5,1900.59122931415,25,29,11,0.36218061324397255,0.6668176621968424,0.33318233780315776
USR0260,5730.7,3768.71,2883.66,1961.99,65.76,50.32,34.24,Alta,En riesgo,ACTIVO,0.6576351929083707,0.5031950721552341,0.3423648070916293,1961.9899999999998,75,113992.9,1519.9053333333331,475.44,5777.61,2016.0773272200227,28,28,13,0.5031950721552341,0.6576351929083707,0.3423648070916293
USR0261,5551.68,4234.14,1486.14,1317.54,76.27,26.77,23.73,Alta,En observación,ACTIVO,0.7626772436451669,0.2676919418986685,0.2373227563548331,1317.54,75,117429.76,1565.7301333333332,671.22,5643.43,1906.4398132988788,28,23,13,0.2676919418986685,0.7626772436451669,0.2373227563548331
USR0262,6283.75,5238.57,1298.43,1045.18,83.37,20.66,16.63,Media,En observación,ACTIVO,0.8336693853192758,0.20663298189775214,0.1663306146807241,1045.1800000000003,77,138267.88,1795.6867532467534,1166.67,6264.41,2074.291504453636,28,20,14,0.20663298189775214,0.8336693853192758,0.1663306146807241
USR0263,4843.98,2616.64,1807.55,2227.34,54.02,37.32,45.98,Alta,En riesgo,ACTIVO,0.540183898364568,0.3731538941118667,0.4598161016354321,2227.3399999999997,72,89527.47,1243.4370833333332,521.28,4927.08,1708.8401250633672,32,22,12,0.3731538941118667,0.540183898364568,0.4598161016354321
USR0264,3935.75,1993.48,483.12,1942.27,50.65,12.28,49.35,Alta,Saludable,ACTIVO,0.5065057485866734,0.12275169916788414,0.49349425141332653,1942.27,75,71150.70999999999,948.6761333333333,250.99,4000.43,1386.9474008624734,31,25,13,0.12275169916788414,0.5065057485866734,0.49349425141332653
USR0265,3518.79,2912.72,1574.26,606.07,82.78,44.74,17.22,Media,En riesgo,ACTIVO,0.8277618158514716,0.4473867437386147,0.17223818414852834,606.0700000000002,75,77178.15,1029.042,458.19,3533.74,1188.0039824667078,31,27,14,0.4473867437386147,0.8277618158514716,0.17223818414852834
USR0266,2197.65,1261.75,238.47,935.89,57.41,10.85,42.59,Alta,Saludable,ACTIVO,0.5741360089186176,0.10851136441198553,0.425859440766273,935.9000000000001,74,41512.78,560.9835135135135,221.305,2214.57,736.0875930054298,32,23,13,0.10851136441198553,0.5741360089186176,0.425859440766273
USR0267,3245.51,2401.07,702.04,844.45,73.98,21.63,26.02,Alta,En observación,ACTIVO,0.7398128491361913,0.21631114986550648,0.26019023204365416,844.44,72,67758.99,941.0970833333334,300.05499999999995,3579.48,1171.5211785627055,29,29,12,0.21631114986550648,0.7398128491361913,0.26019023204365416
USR0268,4228.42,3852.46,579.65,375.96,91.11,13.71,8.89,Baja,En riesgo,ACTIVO,0.9110873565066857,0.13708430099185984,0.08891264349331428,375.96000000000004,72,96970.54,1346.8130555555554,898.36,4357.04,1430.6908275962342,25,21,12,0.13708430099185984,0.9110873565066857,0.08891264349331428
USR0269,2199.8,1186.12,398.57,1013.68,53.92,18.12,46.08,Alta,Saludable,ACTIVO,0.5391944722247476,0.18118465315028637,0.46080552777525224,1013.6800000000003,75,40631.020000000004,541.7469333333333,154.37,2282.12,767.8636608200939,28,29,13,0.18118465315028637,0.5391944722247476,0.46080552777525224
USR0270,6419.33,2462.95,124.04,3956.38,38.37,1.93,61.63,Alta,Saludable,ACTIVO,0.3836771127204864,0.019322888837308566,0.6163228872795136,3956.38,74,106587.31,1440.369054054054,306.82,6710.38,2335.3551518475165,31,26,12,0.019322888837308566,0.3836771127204864,0.6163228872795136
USR0271,2229.54,1225.56,405.64,1003.97,54.97,18.19,45.03,Alta,Saludable,ACTIVO,0.5496918646895772,0.1819388752836908,0.45030365008028567,1003.98,75,41461.21,552.8161333333334,244.98,3173.93,724.4669290400249,29,23,14,0.1819388752836908,0.5496918646895772,0.45030365008028567
USR0272,4727.37,3331.45,1245.38,1395.92,70.47,26.34,29.53,Alta,En observación,ACTIVO,0.7047153068196481,0.26344034843898406,0.2952846931803519,1395.92,77,96705.84,1255.9199999999998,368.11,6132.57,1713.1459683407322,25,30,14,0.26344034843898406,0.7047153068196481,0.2952846931803519
USR0273,4029.49,3966.65,527.28,62.84,98.44,13.09,1.56,Baja,En riesgo,ACTIVO,0.9844049743267759,0.1308552695254238,0.015595025673224157,62.83999999999969,75,95953.68,1279.3824,583.02,4132.24,1372.3250205368477,27,31,13,0.1308552695254238,0.9844049743267759,0.015595025673224157
USR0274,4525.38,2763.6,834.95,1761.78,61.07,18.45,38.93,Alta,En observación,INACTIVO,0.6106890471076462,0.1845038427712148,0.3893109528923538,1761.7800000000002,78,87467.70999999999,1121.3808974358974,348.745,4493.85,1487.4820280683916,28,33,14,0.1845038427712148,0.6106890471076462,0.3893109528923538
USR0275,1577.9,1134.89,267.39,443.01,71.92,16.95,28.08,Alta,En observación,ACTIVO,0.7192407630394829,0.1694594080740224,0.28075923696051713,443.01,73,32553.38,445.93671232876716,62.36,4339.02,759.5193445529562,26,28,13,0.1694594080740224,0.7192407630394829,0.28075923696051713
USR0276,3613.32,2676.08,403.07,937.24,74.06,11.16,25.94,Alta,En observación,ACTIVO,0.7406152790231698,0.1115511496352385,0.2593847209768302,937.2400000000002,75,75472.86,1006.3048,275.28,3661.91,1249.1101667720927,27,31,12,0.1115511496352385,0.7406152790231698,0.2593847209768302
USR0277,5223.25,4273.93,1601.49,949.32,81.83,30.66,18.17,Media,En observación,ACTIVO,0.8182510888814436,0.30660795481740294,0.18174891111855646,949.3199999999997,72,113966.08,1582.8622222222223,626.605,5332.74,1832.7157791112736,30,26,12,0.30660795481740294,0.8182510888814436,0.18174891111855646
USR0278,3137.88,1654.68,1207.66,1483.2,52.73,38.49,47.27,Alta,En riesgo,ACTIVO,0.5273241806570041,0.3848649406605734,0.4726758193429959,1483.2,76,57510.66,756.7192105263158,275.45,3151.06,1087.5960018582427,32,21,14,0.3848649406605734,0.5273241806570041,0.4726758193429959
USR0279,4523.16,3252.39,1019.29,1270.77,71.91,22.53,28.09,Alta,En observación,INACTIVO,0.7190526092377895,0.22534909222755772,0.2809473907622105,1270.77,75,93306.56,1244.0874666666666,751.44,4505.76,1496.63748043703,26,21,13,0.22534909222755772,0.7190526092377895,0.2809473907622105
USR0280,4463.13,3684.06,1566.94,779.07,82.54,35.11,17.46,Media,En riesgo,ACTIVO,0.8254431307176802,0.3510854490010374,0.1745568692823198,779.0700000000002,72,97766.36,1357.8661111111112,739.4,4579.72,1551.6199751378026,26,25,11,0.3510854490010374,0.8254431307176802,0.1745568692823198
USR0281,1749.22,1249.74,503.72,499.47,71.45,28.8,28.55,Alta,En observación,ACTIVO,0.714455585918295,0.2879683516081454,0.28553869724791625,499.48,73,35987.5,492.97945205479454,167.67,1786.11,611.5915123831757,31,26,13,0.2879683516081454,0.714455585918295,0.28553869724791625
USR0282,5451.29,3767.36,740.86,1683.93,69.11,13.59,30.89,Alta,En observación,ACTIVO,0.6910951352799063,0.13590544623382722,0.30890486472009376,1683.9299999999998,77,110623.69,1436.6712987012988,735.07,5507.42,1797.551940352234,29,20,14,0.13590544623382722,0.6910951352799063,0.30890486472009376
USR0283,3263.54,2526.91,711.11,736.63,77.43,21.79,22.57,Alta,En observación,ACTIVO,0.774284978887956,0.21789529161585272,0.22571502111204397,736.6300000000001,72,69485.4,965.0749999999999,495.88,3360.24,1136.3759533636298,25,24,12,0.21789529161585272,0.774284978887956,0.22571502111204397
USR0284,3079.03,1788.9,328.63,1290.13,58.1,10.67,41.9,Alta,Saludable,ACTIVO,0.5809946639038918,0.1067316654920543,0.4190053360961082,1290.13,74,58415.22,789.3948648648649,336.28499999999997,3113.6,1033.0190596250443,29,24,13,0.1067316654920543,0.5809946639038918,0.4190053360961082
USR0285,2991.04,1693.14,222.9,1297.9,56.61,7.45,43.39,Alta,Saludable,ACTIVO,0.5660706643842944,0.07452257408794266,0.4339293356157056,1297.8999999999999,75,56210.26,749.4701333333334,324.23,2946.27,1006.1111941106942,30,21,14,0.07452257408794266,0.5660706643842944,0.4339293356157056
USR0286,3441.05,2466.97,1066.93,974.08,71.69,31.01,28.31,Alta,En observación,ACTIVO,0.7169236134319465,0.31005942953458976,0.28307638656805334,974.0800000000004,77,70896.19,920.7297402597403,384.18,3308.03,1089.5548000203114,27,27,14,0.31005942953458976,0.7169236134319465,0.28307638656805334
USR0287,4463.7,3931.73,1048.35,531.97,88.08,23.49,11.92,Media,En riesgo,ELIMINADO,0.8808230839886193,0.2348612137912494,0.11917691601138071,531.9699999999998,72,100745.15,1399.2381944444444,969.6800000000001,4563.1,1539.2880631060054,27,18,11,0.2348612137912494,0.8808230839886193,0.11917691601138071
USR0288,6097.01,4244.06,258.77,1852.96,69.61,4.24,30.39,Alta,En observación,ACTIVO,0.696088738578418,0.04244211506951768,0.30391290156978584,1852.9499999999998,72,124092.84,1723.5116666666665,622.1099999999999,6277.45,2135.6459098302435,29,26,11,0.04244211506951768,0.696088738578418,0.30391290156978584
USR0289,1657.1,1150.22,263.06,506.88,69.41,15.87,30.59,Alta,En observación,ACTIVO,0.6941162271438055,0.1587472089795426,0.30588377285619456,506.8799999999999,73,33687.89,461.47794520547944,158.7,1640.24,551.634060363085,28,30,13,0.1587472089795426,0.6941162271438055,0.30588377285619456
USR0290,6397.25,3887.03,2741.54,2510.22,60.76,42.85,39.24,Alta,En riesgo,ACTIVO,0.6076095197155028,0.4285497674782133,0.3923904802844972,2510.22,73,123411.31,1690.565890410959,868.21,6542.09,2252.0040262606076,26,19,12,0.4285497674782133,0.6076095197155028,0.3923904802844972
