transaction_id,usuario_id,fecha,descripcion,monto,moneda,categoria,recurrente,medio_pago,descripcion_limpia,anio,mes,trimestre,dia_semana,es_fin_de_semana,monto_log,longitud_descripcion,cantidad_palabras,recurrente_binario,es_gasto_grande
TX000341,USR0074,2025-09-22,Verdulería,98.1,USD,Alimentación,No,Débito automático,verduleria,2025,9,3,0,0,4.596129441335942,10,1,0,0
TX001191,USR0086,2026-03-14,Estudio médico,417.17,USD,Salud,Sí,Pago con QR,estudio medico,2026,3,1,5,1,6.0358880484099044,14,2,1,1
TX001119,USR0057,2026-06-04,Seguro de salud,329.5,USD,Salud,Sí,Débito automático,seguro de salud,2026,6,2,3,0,5.800606659291741,15,3,1,0
TX003607,USR0007,2026-01-21,Compra para mascotas,1000.0,USD,Compras,No,Tarjeta de crédito,compra para mascotas,2026,1,1,2,0,6.90875477931522,20,3,0,1
TX001568,USR0055,2026-01-11,Reparación del hogar,900.02,USD,Vivienda,No,Pago con QR,reparacion del hogar,2026,1,1,6,1,6.8035274549202445,20,3,0,1
TX000231,USR0013,2025-11-16,Compra de alimentos,125.81,USD,Alimentación,No,Transferencia bancaria,compra de alimentos,2025,11,4,6,1,4.842689903246808,19,3,0,0
TX003059,USR0013,2026-04-26,Servicio de mantenimiento,349.95,USD,Servicios,Sí,Transferencia bancaria,servicio de mantenimiento,2026,4,2,6,1,5.86064376317643,25,3,1,0
TX000700,USR0019,2026-05-30,Viaje por aplicación,31.12,USD,Transporte,No,Tarjeta de crédito,viaje por aplicacion,2026,5,2,5,1,3.469478889078561,20,3,0,0
TX003095,USR0094,2025-08-09,Servicio de mantenimiento,280.11,USD,Servicios,Sí,Pago con QR,servicio de mantenimiento,2025,8,3,5,1,5.638746051808365,25,3,1,0
TX001589,USR0028,2026-03-31,Alquiler,1973.56,USD,Vivienda,Sí,Tarjeta de débito,alquiler,2026,3,1,1,0,7.588100867704873,8,1,1,1
TX003565,USR0060,2026-01-18,Compra de calzado,906.29,USD,Compras,No,Transferencia bancaria,compra de calzado,2026,1,1,6,1,6.810462134402069,17,3,0,1
TX001179,USR0095,2026-04-01,Terapia,374.66,USD,Salud,No,Efectivo,terapia,2026,4,2,2,0,5.928684478985274,7,1,0,0
TX004168,USR0059,2025-10-04,Ajuste de cuenta,333.5,USD,Otros,No,Pago con QR,ajuste de cuenta,2025,10,4,5,1,5.8126368795682835,16,3,0,0
TX002938,USR0005,2025-11-19,Salida recreativa,36.21,USD,Ocio,No,Efectivo,salida recreativa,2025,11,4,2,0,3.6165775423585313,17,2,0,0
TX003967,USR0003,2025-12-25,Compra por internet,470.27,USD,Compras,No,Efectivo,compra por internet,2025,12,4,3,0,6.155431178179958,19,3,0,1
TX003390,USR0060,2026-06-22,Electricidad,400.0,USD,Servicios,Sí,Tarjeta de débito,electricidad,2026,6,2,0,0,5.993961427306569,12,1,1,0
TX001550,USR0075,2025-09-23,Compra de muebles,1216.51,USD,Vivienda,No,Pago con QR,compra de muebles,2025,9,3,1,0,7.104563068475375,17,3,0,1
TX004118,USR0037,2026-07-14,Transferencia personal,252.48,USD,Otros,No,Tarjeta de crédito,transferencia personal,2026,7,3,1,0,5.535284924455317,22,2,0,0
TX003722,USR0080,2026-05-23,Compra de calzado,181.1,USD,Compras,No,Tarjeta de crédito,compra de calzado,2026,5,2,5,1,5.2045559867335625,17,3,0,0
TX001416,USR0054,2025-12-29,Consulta médica,333.58,USD,Salud,No,Efectivo,consulta medica,2025,12,4,0,0,5.812876013903135,15,2,0,0
TX003487,USR0076,2026-02-10,Servicio de internet,268.69,USD,Servicios,Sí,Transferencia bancaria,servicio de internet,2026,2,1,1,0,5.5972731512231935,20,3,1,0
TX000900,USR0056,2026-05-01,Estacionamiento,116.1,USD,Transporte,No,Billetera virtual,estacionamiento,2026,5,2,4,0,4.763028270603671,15,1,0,0
TX000880,USR0030,2026-02-22,Transporte público,27.82,USD,Transporte,No,Efectivo,transporte publico,2026,2,1,6,1,3.361069590571376,18,2,0,0
TX002160,USR0071,2026-04-09,Clases particulares,10.0,USD,Educación,Sí,Pago con QR,clases particulares,2026,4,2,3,0,2.3978952727983707,19,2,1,0
TX000215,USR0082,2025-09-17,Cena,121.3,USD,Alimentación,No,Efectivo,cena,2025,9,3,2,0,4.8064770426931265,4,1,0,0
TX003279,USR0096,2025-07-27,Pago de impuestos,64.44,USD,Servicios,No,Billetera virtual,pago de impuestos,2025,7,3,6,1,4.181133692294492,17,3,0,0
TX002352,USR0011,2025-08-05,Capacitación,477.48,USD,Educación,No,Tarjeta de débito,capacitacion,2025,8,3,1,0,6.170614412736302,12,1,0,1
TX000463,USR0076,2025-10-16,Verdulería,63.2,USD,Alimentación,No,Tarjeta de débito,verduleria,2025,10,4,3,0,4.162003210695915,10,1,0,0
TX003489,USR0014,2025-11-24,Electricidad,213.21,USD,Servicios,Sí,Efectivo,electricidad,2025,11,4,0,0,5.366956842264725,12,1,1,0
TX002125,USR0098,2026-05-04,Cuota educativa,347.03,USD,Educación,Sí,Tarjeta de crédito,cuota educativa,2026,5,2,0,0,5.852288682955425,15,2,1,0
TX001323,USR0066,2026-01-31,Medicamentos,117.86,USD,Salud,No,Tarjeta de débito,medicamentos,2026,1,1,5,1,4.777946329938515,12,1,0,0
TX002301,USR0005,2025-12-08,Plataforma educativa,391.83,USD,Educación,Sí,Débito automático,plataforma educativa,2025,12,4,0,0,5.973376948309326,20,2,1,1
TX004191,USR0021,2026-01-25,Gasto eventual,2.34,USD,Otros,No,Pago con QR,gasto eventual,2026,1,1,6,1,1.205970806988609,14,2,0,0
TX002177,USR0059,2026-05-01,Compra de libros,1000.0,USD,Educación,No,Transferencia bancaria,compra de libros,2026,5,2,4,0,6.90875477931522,16,3,0,1
TX001147,USR0094,2026-02-27,Medicamentos,322.36,USD,Salud,No,Billetera virtual,medicamentos,2026,2,1,4,0,5.778766253655311,12,1,0,0
TX003689,USR0003,2026-03-22,Compra de accesorios,119.4,USD,Compras,No,Pago con QR,compra de accesorios,2026,3,1,6,1,4.79081953287472,20,3,0,0
TX000661,USR0019,2026-05-21,Taxi,180.0,USD,Transporte,No,Billetera virtual,taxi,2026,5,2,3,0,5.198497031265826,4,1,0,0
TX002414,USR0019,2026-04-06,Capacitación,971.44,USD,Educación,No,Efectivo,capacitacion,2026,4,2,0,0,6.879808376931186,12,1,0,1
TX000296,USR0067,2026-07-11,Compra en supermercado,49.93,USD,Alimentación,No,Tarjeta de crédito,compra en supermercado,2026,7,3,5,1,3.9304521408965134,22,3,0,0
TX000256,USR0063,2026-05-20,Cena,131.9,USD,Alimentación,No,Tarjeta de crédito,cena,2026,5,2,2,0,4.8895969657192,4,1,0,0
TX003701,USR0031,2025-09-10,Compra de ropa,471.64,USD,Compras,No,Transferencia bancaria,compra de ropa,2025,9,3,2,0,6.158333999343015,14,3,0,1
TX001019,USR0012,2026-03-06,Estudio médico,348.58,USD,Salud,No,Efectivo,estudio medico,2026,3,1,4,0,5.856732433906941,14,2,0,0
TX001104,USR0040,2026-04-30,Análisis clínicos,383.49,USD,Salud,Sí,Tarjeta de crédito,analisis clinicos,2026,4,2,3,0,5.951917780805149,17,2,1,0
TX002794,USR0035,2026-01-08,Servicio de streaming,100.38,USD,Ocio,Sí,Efectivo,servicio de streaming,2026,1,1,3,0,4.6188758330442035,21,3,1,0
TX000658,USR0004,2025-12-20,Peaje,26.7,USD,Transporte,No,Efectivo,peaje,2025,12,4,5,1,3.3214324131932926,5,1,0,0
TX003463,USR0098,2025-09-19,Electricidad,400.0,USD,Servicios,Sí,Efectivo,electricidad,2025,9,3,4,0,5.993961427306569,12,1,1,0
TX004022,USR0026,2025-12-15,Retiro de efectivo,318.78,USD,Otros,No,Tarjeta de débito,retiro de efectivo,2025,12,4,0,0,5.767633259357274,18,3,0,0
TX004106,USR0030,2026-06-11,Transferencia personal,2.28,USD,Otros,No,Débito automático,transferencia personal,2026,6,2,3,0,1.1878434223960523,22,2,0,0
TX003912,USR0040,2025-09-23,Compra de accesorios,1000.0,USD,Compras,No,Billetera virtual,compra de accesorios,2025,9,3,1,0,6.90875477931522,20,3,0,1
TX001172,USR0059,2026-01-27,Análisis clínicos,500.0,USD,Salud,Sí,Billetera virtual,analisis clinicos,2026,1,1,1,0,6.2166061010848646,17,2,1,1
TX004401,USR0070,2025-10-22,Cargo administrativo,386.93,USD,Otros,No,Débito automático,cargo administrativo,2025,10,4,2,0,5.9608249109758695,20,2,0,1
TX003858,USR0074,2025-08-29,Compra de calzado,1000.0,USD,Compras,No,Efectivo,compra de calzado,2025,8,3,4,0,6.90875477931522,17,3,0,1
TX003231,USR0030,2026-06-06,Servicio de internet,48.39,USD,Servicios,Sí,Débito automático,servicio de internet,2026,6,2,5,1,3.8997479745525334,20,3,1,0
TX003139,USR0082,2026-01-22,Agua,200.47,USD,Servicios,Sí,Pago con QR,agua,2026,1,1,3,0,5.305640486927818,4,1,1,0
TX003267,USR0028,2025-11-16,Servicio de internet,249.46,USD,Servicios,Sí,Efectivo,servicio de internet,2025,11,4,6,1,5.523299227135887,20,3,1,0
TX002581,USR0032,2025-12-06,Concierto,300.0,USD,Ocio,No,Pago con QR,concierto,2025,12,4,5,1,5.707110264748875,9,1,0,0
TX000766,USR0078,2025-11-03,Carga de tarjeta de transporte,125.26,USD,Transporte,No,Transferencia bancaria,carga de tarjeta de transporte,2025,11,4,0,0,4.83834327293948,30,5,0,0
TX001344,USR0027,2026-02-27,Lentes,332.18,USD,Salud,No,Billetera virtual,lentes,2026,2,1,4,0,5.808682884481571,6,1,0,0
TX004479,USR0073,2026-04-25,Gasto eventual,126.2,USD,Otros,No,Tarjeta de débito,gasto eventual,2026,4,2,5,1,4.845760650906022,14,2,0,0
TX004467,USR0024,2026-04-09,Comisión bancaria,223.73,USD,Otros,No,Pago con QR,comision bancaria,2026,4,2,3,0,5.414899681627901,17,2,0,0
TX003343,USR0010,2025-11-25,Electricidad,76.8,USD,Servicios,Sí,Transferencia bancaria,electricidad,2025,11,4,1,0,4.354141431184346,12,1,1,0
TX001349,USR0068,2026-04-11,Odontología,120.87,USD,Salud,Sí,Transferencia bancaria,odontologia,2026,4,2,5,1,4.802954902835411,11,1,1,0
TX002861,USR0068,2026-04-03,Salida recreativa,300.0,USD,Ocio,No,Débito automático,salida recreativa,2026,4,2,4,0,5.707110264748875,17,2,0,0
TX003654,USR0024,2025-12-28,Compra de accesorios,426.81,USD,Compras,No,Transferencia bancaria,compra de accesorios,2025,12,4,6,1,6.058679171784174,20,3,0,1
TX001286,USR0042,2025-12-28,Consulta médica,154.69,USD,Salud,No,Tarjeta de débito,consulta medica,2025,12,4,6,1,5.047866850701583,15,2,0,0
TX002622,USR0030,2026-06-13,Entrada de cine,184.86,USD,Ocio,Sí,Efectivo,entrada de cine,2026,6,2,5,1,5.2249937021291935,15,3,1,0
TX002278,USR0048,2025-07-16,Clases particulares,751.78,USD,Educación,No,Débito automático,clases particulares,2025,7,3,2,0,6.623773020436845,19,2,0,0
TX001276,USR0031,2025-12-10,Lentes,81.38,USD,Salud,No,Tarjeta de débito,lentes,2025,12,4,2,0,4.411342689007935,6,1,0,0
TX001776,USR0045,2026-04-03,Hipoteca,2000.0,USD,Vivienda,Sí,Billetera virtual,hipoteca,2026,4,2,4,0,7.601402334583733,8,1,1,1
TX000437,USR0087,2026-03-03,Carnicería,51.56,USD,Alimentación,No,Transferencia bancaria,carniceria,2026,3,1,1,0,3.9619553741763553,10,1,0,0
TX004363,USR0051,2026-05-11,Pago extraordinario,487.73,USD,Otros,Sí,Pago con QR,pago extraordinario,2026,5,2,0,0,6.191810189746188,19,2,1,0
TX003797,USR0083,2026-04-11,Compra de ropa,517.86,USD,Compras,Sí,Tarjeta de débito,compra de ropa,2026,4,2,5,1,6.251634097258639,14,3,1,0
TX000532,USR0019,2026-03-13,Viaje por aplicación,173.38,USD,Transporte,No,Pago con QR,viaje por aplicacion,2026,3,1,4,0,5.161236825999669,20,3,0,0
TX004173,USR0047,2025-09-21,Transferencia personal,54.07,USD,Otros,No,Débito automático,transferencia personal,2025,9,3,6,1,4.00860510327439,22,2,0,0
TX000715,USR0042,2026-04-20,Pasaje de tren,136.98,USD,Transporte,No,Transferencia bancaria,pasaje de tren,2026,4,2,0,0,4.927108747117963,14,3,0,0
TX003105,USR0002,2025-11-17,Servicio de internet,65.88,USD,Servicios,Sí,Billetera virtual,servicio de internet,2025,11,4,0,0,4.202899968776446,20,3,1,0
TX003133,USR0013,2025-09-13,Telefonía móvil,400.0,USD,Servicios,Sí,Tarjeta de débito,telefonia movil,2025,9,3,5,1,5.993961427306569,15,2,1,0
TX001468,USR0008,2026-04-03,Consulta médica,500.0,USD,Salud,No,Billetera virtual,consulta medica,2026,4,2,4,0,6.2166061010848646,15,2,0,0
TX002233,USR0045,2026-03-10,Compra de libros,903.61,USD,Educación,No,Pago con QR,compra de libros,2026,3,1,1,0,6.807503911592414,16,3,0,1
TX000082,USR0077,2026-02-15,Comida a domicilio,81.14,USD,Alimentación,No,Pago con QR,comida a domicilio,2026,2,1,6,1,4.408425108528412,18,3,0,0
TX001160,USR0033,2026-02-25,Análisis clínicos,210.97,USD,Salud,No,Transferencia bancaria,analisis clinicos,2026,2,1,2,0,5.356444755224645,17,2,0,0
TX003711,USR0086,2026-04-22,Compra de tecnología,864.93,USD,Compras,Sí,Débito automático,compra de tecnologia,2026,4,2,2,0,6.763804073886625,20,3,1,1
TX002923,USR0068,2026-05-24,Servicio de streaming,49.3,USD,Ocio,Sí,Débito automático,servicio de streaming,2026,5,2,6,1,3.9180050771056933,21,3,1,0
TX003067,USR0085,2026-05-05,Servicio de mantenimiento,253.19,USD,Servicios,No,Pago con QR,servicio de mantenimiento,2026,5,2,1,0,5.538082018878482,25,3,0,0
TX004175,USR0022,2025-09-05,Transferencia personal,311.95,USD,Otros,No,Efectivo,transferencia personal,2025,9,3,4,0,5.74604343337071,22,2,0,0
TX003352,USR0037,2025-12-30,Servicio de seguridad,207.81,USD,Servicios,No,Efectivo,servicio de seguridad,2025,12,4,1,0,5.3414247475819705,21,3,0,0
TX002038,USR0089,2025-10-16,Inscripción a curso,500.0,USD,Educación,No,Débito automático,inscripcion a curso,2025,10,4,3,0,6.2166061010848646,19,3,0,0
TX000177,USR0086,2025-07-31,Cena,200.0,USD,Alimentación,No,Efectivo,cena,2025,7,3,3,0,5.303304908059076,4,1,0,0
TX000439,USR0070,2026-02-15,Carnicería,132.08,USD,Alimentación,No,Débito automático,carniceria,2026,2,1,6,1,4.890950451150276,10,1,0,0
TX000163,USR0078,2026-01-03,Compra en supermercado,106.42,USD,Alimentación,No,Billetera virtual,compra en supermercado,2026,1,1,5,1,4.676746384477314,22,3,0,0
TX001412,USR0053,2026-06-13,Seguro de salud,216.02,USD,Salud,Sí,Pago con QR,seguro de salud,2026,6,2,5,1,5.379989515192062,15,3,1,0
TX003865,USR0013,2025-10-24,Artículos personales,153.29,USD,Compras,No,Billetera virtual,articulos personales,2025,10,4,4,0,5.0388339484549345,20,2,0,0
TX003283,USR0032,2026-06-28,Electricidad,400.0,USD,Servicios,Sí,Tarjeta de débito,electricidad,2026,6,2,6,1,5.993961427306569,12,1,1,0
TX000373,USR0003,2026-03-21,Cafetería,47.38,USD,Alimentación,No,Billetera virtual,cafeteria,2026,3,1,5,1,3.8790865051818813,9,1,0,0
TX001604,USR0067,2025-09-18,Reparación de electrodoméstico,85.08,USD,Vivienda,No,Débito automático,reparacion de electrodomestico,2025,9,3,3,0,4.455277096413474,30,3,0,0
TX003200,USR0090,2026-01-11,Servicio de seguridad,195.24,USD,Servicios,No,Pago con QR,servicio de seguridad,2026,1,1,6,1,5.279338399950234,21,3,0,0
TX002822,USR0043,2025-09-07,Hobby,78.62,USD,Ocio,No,Efectivo,hobby,2025,9,3,6,1,4.377265317572171,5,1,0,0
TX002701,USR0044,2026-06-24,Videojuego,153.92,USD,Ocio,No,Billetera virtual,videojuego,2026,6,2,2,0,5.0429088546465515,10,1,0,0
TX000091,USR0086,2026-07-02,Compra en supermercado,105.73,USD,Alimentación,No,Tarjeta de crédito,compra en supermercado,2026,7,3,3,0,4.670302280925874,22,3,0,0
TX000194,USR0075,2025-09-13,Compra de alimentos,161.29,USD,Alimentación,No,Tarjeta de débito,compra de alimentos,2025,9,3,5,1,5.08938485832779,19,3,0,0
TX003019,USR0056,2026-01-28,Servicio de internet,31.18,USD,Servicios,Sí,Transferencia bancaria,servicio de internet,2026,1,1,2,0,3.471345141564237,20,3,1,0
TX000248,USR0038,2025-09-25,Carnicería,200.0,USD,Alimentación,No,Billetera virtual,carniceria,2025,9,3,3,0,5.303304908059076,10,1,0,0
TX001880,USR0073,2025-08-29,Expensas,1244.12,USD,Vivienda,Sí,Transferencia bancaria,expensas,2025,8,3,4,0,7.126987189796188,8,1,1,1
TX003523,USR0087,2026-04-23,Compra de ropa,576.71,USD,Compras,No,Efectivo,compra de ropa,2026,4,2,3,0,6.359072012659906,14,3,0,1
TX000424,USR0018,2026-03-12,Cafetería,200.0,USD,Alimentación,No,Débito automático,cafeteria,2026,3,1,3,0,5.303304908059076,9,1,0,0
TX002956,USR0017,2025-08-05,Salida recreativa,300.0,USD,Ocio,No,Débito automático,salida recreativa,2025,8,3,1,0,5.707110264748875,17,2,0,0
TX001973,USR0064,2026-02-19,Alquiler,815.59,USD,Vivienda,Sí,Billetera virtual,alquiler,2026,2,1,3,0,6.70513713291287,8,1,1,1
TX002848,USR0057,2025-09-12,Servicio de streaming,300.0,USD,Ocio,Sí,Billetera virtual,servicio de streaming,2025,9,3,4,0,5.707110264748875,21,3,1,0
TX001372,USR0076,2026-02-02,Odontología,238.16,USD,Salud,Sí,Tarjeta de débito,odontologia,2026,2,1,0,0,5.477132784012704,11,1,1,0
TX002306,USR0052,2026-01-13,Material de estudio,418.47,USD,Educación,No,Tarjeta de crédito,material de estudio,2026,1,1,1,0,6.03899200964324,19,3,0,1
TX002803,USR0056,2025-09-02,Salida recreativa,262.53,USD,Ocio,No,Transferencia bancaria,salida recreativa,2025,9,3,1,0,5.574167213493181,17,2,0,0
TX000366,USR0069,2025-09-19,Comida a domicilio,71.48,USD,Alimentación,No,Tarjeta de débito,comida a domicilio,2025,9,3,4,0,4.283310661734724,18,3,0,0
TX000516,USR0083,2026-05-16,Pasaje de autobús,9.58,USD,Transporte,No,Billetera virtual,pasaje de autobus,2026,5,2,5,1,2.3589654264301534,17,3,0,0
TX001520,USR0091,2026-04-16,Compra de muebles,766.4,USD,Vivienda,No,Billetera virtual,compra de muebles,2026,4,2,3,0,6.643008177812852,17,3,0,1
TX001582,USR0017,2026-01-10,Hipoteca,1263.55,USD,Vivienda,Sí,Débito automático,hipoteca,2026,1,1,5,1,7.142471606648963,8,1,1,1
TX003030,USR0009,2025-11-27,Telefonía fija,142.64,USD,Servicios,Sí,Tarjeta de crédito,telefonia fija,2025,11,4,3,0,4.967310169357882,14,2,1,0
TX000379,USR0018,2025-12-29,Compra de alimentos,200.0,USD,Alimentación,No,Pago con QR,compra de alimentos,2025,12,4,0,0,5.303304908059076,19,3,0,0
TX004149,USR0012,2026-03-20,Cargo administrativo,500.0,USD,Otros,No,Tarjeta de débito,cargo administrativo,2026,3,1,4,0,6.2166061010848646,20,2,0,0
TX000337,USR0032,2025-07-28,Compra de alimentos,200.0,USD,Alimentación,No,Transferencia bancaria,compra de alimentos,2025,7,3,0,0,5.303304908059076,19,3,0,0
TX001941,USR0032,2025-08-04,Reparación de electrodoméstico,1338.43,USD,Vivienda,No,Tarjeta de débito,reparacion de electrodomestico,2025,8,3,0,0,7.199999429313813,30,3,0,1
TX000496,USR0042,2026-03-29,Restaurante,78.87,USD,Alimentación,No,Tarjeta de débito,restaurante,2026,3,1,6,1,4.380400312929297,11,1,0,0
TX004006,USR0050,2025-12-31,Otro gasto,104.45,USD,Otros,No,Tarjeta de débito,otro gasto,2025,12,4,2,0,4.658236906924784,10,2,0,0
TX001288,USR0056,2026-04-15,Seguro de salud,233.94,USD,Salud,Sí,Tarjeta de crédito,seguro de salud,2026,4,2,2,0,5.45933016239574,15,3,1,0
TX001438,USR0045,2026-05-28,Estudio médico,86.26,USD,Salud,No,Débito automático,estudio medico,2026,5,2,3,0,4.468892167695463,14,2,0,0
TX001056,USR0030,2026-03-03,Consulta médica,371.55,USD,Salud,No,Pago con QR,consulta medica,2026,3,1,1,0,5.920371256999736,15,2,0,1
TX000293,USR0035,2025-08-05,Cena,146.16,USD,Alimentación,Sí,Tarjeta de débito,cena,2025,8,3,1,0,4.991520430236574,4,1,1,0
TX000838,USR0003,2026-05-16,Pasaje de tren,136.88,USD,Transporte,No,Billetera virtual,pasaje de tren,2026,5,2,5,1,4.926383741648665,14,3,0,0
TX000912,USR0088,2026-06-09,Viaje por aplicación,85.64,USD,Transporte,No,Tarjeta de débito,viaje por aplicacion,2026,6,2,1,0,4.461761602692735,20,3,0,0
TX004415,USR0069,2025-12-27,Retiro de efectivo,329.02,USD,Otros,Sí,Tarjeta de débito,retiro de efectivo,2025,12,4,5,1,5.799153258684659,18,3,1,1
TX003314,USR0046,2026-07-14,Servicio de televisión,173.94,USD,Servicios,Sí,Tarjeta de crédito,servicio de television,2026,7,3,1,0,5.164443057991709,22,3,1,0
TX000261,USR0051,2026-02-28,Comida a domicilio,200.0,USD,Alimentación,No,Tarjeta de crédito,comida a domicilio,2026,2,1,5,1,5.303304908059076,18,3,0,0
TX002123,USR0024,2025-09-19,Certificación profesional,1000.0,USD,Educación,No,Pago con QR,certificacion profesional,2025,9,3,4,0,6.90875477931522,25,2,0,1
TX002319,USR0059,2025-08-01,Curso online,233.94,USD,Educación,No,Efectivo,curso online,2025,8,3,4,0,5.45933016239574,12,2,0,0
TX001854,USR0050,2025-11-07,Seguro del hogar,501.18,USD,Vivienda,Sí,Tarjeta de crédito,seguro del hogar,2025,11,4,4,0,6.21895862115945,16,3,1,0
TX002184,USR0079,2026-06-06,Plataforma educativa,171.79,USD,Educación,Sí,Billetera virtual,plataforma educativa,2026,6,2,5,1,5.1520769843250305,20,2,1,0
TX000539,USR0036,2026-07-07,Combustible,109.88,USD,Transporte,Sí,Tarjeta de débito,combustible,2026,7,3,1,0,4.708448535441593,11,1,1,0
TX000902,USR0086,2026-02-11,Pasaje de tren,111.65,USD,Transporte,No,Transferencia bancaria,pasaje de tren,2026,2,1,2,0,4.724285666878253,14,3,0,0
TX003106,USR0024,2025-10-30,Agua,83.93,USD,Servicios,Sí,Pago con QR,agua,2025,10,4,3,0,4.441827387791918,4,1,1,0
TX004176,USR0049,2025-12-18,Retiro de efectivo,489.99,USD,Otros,No,Tarjeta de crédito,retiro de efectivo,2025,12,4,3,0,6.196423760988341,18,3,0,0
TX002468,USR0040,2026-01-22,Compra de libros,954.39,USD,Educación,No,Efectivo,compra de libros,2026,1,1,3,0,6.862119634080904,16,3,0,1
TX003981,USR0007,2026-06-11,Compra para mascotas,1000.0,USD,Compras,No,Efectivo,compra para mascotas,2026,6,2,3,0,6.90875477931522,20,3,0,1
TX003707,USR0019,2025-09-29,Compra para mascotas,900.85,USD,Compras,No,Tarjeta de crédito,compra para mascotas,2025,9,3,0,0,6.804448209116209,20,3,0,1
TX002273,USR0068,2026-07-10,Clases particulares,1000.0,USD,Educación,No,Efectivo,clases particulares,2026,7,3,4,0,6.90875477931522,19,2,0,1
TX002696,USR0098,2025-12-04,Hobby,300.0,USD,Ocio,No,Tarjeta de débito,hobby,2025,12,4,3,0,5.707110264748875,5,1,0,0
TX001167,USR0040,2025-08-08,Seguro de salud,208.52,USD,Salud,Sí,Tarjeta de crédito,seguro de salud,2025,8,3,4,0,5.344819200199456,15,3,1,0
TX003074,USR0031,2026-05-06,Servicio de televisión,159.56,USD,Servicios,Sí,Débito automático,servicio de television,2026,5,2,2,0,5.078667704488082,22,3,1,0
TX000116,USR0064,2026-02-25,Cafetería,129.88,USD,Alimentación,No,Efectivo,cafeteria,2026,2,1,2,0,4.8742808728544365,9,1,0,0
TX003372,USR0042,2025-10-31,Agua,45.76,USD,Servicios,Sí,Transferencia bancaria,agua,2025,10,4,4,0,3.8450281366038674,4,1,1,0
TX002619,USR0089,2025-08-17,Videojuego,251.28,USD,Ocio,No,Tarjeta de débito,videojuego,2025,8,3,6,1,5.53053958179545,10,1,0,0
TX002557,USR0078,2026-03-20,Suscripción de música,60.71,USD,Ocio,No,Transferencia bancaria,suscripcion de musica,2026,3,1,4,0,4.122445992332976,21,3,0,0
TX002440,USR0033,2026-03-09,Plataforma educativa,467.8,USD,Educación,Sí,Transferencia bancaria,plataforma educativa,2026,3,1,0,0,6.1501762382628025,20,2,1,1
TX001905,USR0043,2026-06-16,Reparación del hogar,149.85,USD,Vivienda,No,Pago con QR,reparacion del hogar,2026,6,2,1,0,5.0162859656050705,20,3,0,0
TX002777,USR0039,2026-04-07,Actividad recreativa,146.67,USD,Ocio,No,Pago con QR,actividad recreativa,2026,4,2,1,0,4.994980054485683,20,2,0,0
TX002518,USR0023,2026-06-17,Evento cultural,146.15,USD,Ocio,No,Pago con QR,evento cultural,2026,6,2,2,0,4.991452474679482,15,2,0,0
TX002746,USR0019,2025-10-14,Hobby,10.41,USD,Ocio,No,Débito automático,hobby,2025,10,4,1,0,2.4344901638739844,5,1,0,0
TX002688,USR0090,2026-05-24,Parque recreativo,36.08,USD,Ocio,No,Tarjeta de débito,parque recreativo,2026,5,2,6,1,3.6130777406976544,17,2,0,0
TX002656,USR0061,2025-09-18,Entrada de cine,288.49,USD,Ocio,No,Tarjeta de débito,entrada de cine,2025,9,3,3,0,5.668120754102115,15,3,0,0
TX003706,USR0036,2026-01-23,Compra de electrodoméstico,348.31,USD,Compras,No,Tarjeta de débito,compra de electrodomestico,2026,1,1,4,0,5.855959780088937,26,3,0,0
TX003273,USR0039,2025-12-19,Pago de impuestos,186.56,USD,Servicios,No,Pago con QR,pago de impuestos,2025,12,4,4,0,5.234098794221386,17,3,0,0
TX002076,USR0041,2025-11-22,Plataforma educativa,57.67,USD,Educación,Sí,Tarjeta de crédito,plataforma educativa,2025,11,4,5,1,4.071928522937768,20,2,1,0
TX003183,USR0009,2025-11-13,Servicio de seguridad,390.4,USD,Servicios,No,Tarjeta de crédito,servicio de seguridad,2025,11,4,3,0,5.969730054961976,21,3,0,0
TX003373,USR0078,2026-01-30,Pago de impuestos,259.57,USD,Servicios,No,Tarjeta de débito,pago de impuestos,2026,1,1,4,0,5.562871539107794,17,3,0,0
TX002690,USR0009,2025-07-27,Concierto,32.64,USD,Ocio,Sí,Billetera virtual,concierto,2025,7,3,6,1,3.5157158351047473,9,1,1,0
TX002328,USR0050,2025-11-11,Material de estudio,887.85,USD,Educación,Sí,Efectivo,material de estudio,2025,11,4,1,0,6.789928492368695,19,3,1,1
TX003886,USR0093,2026-01-06,Compra de electrodoméstico,619.89,USD,Compras,No,Transferencia bancaria,compra de electrodomestico,2026,1,1,1,0,6.431153932588066,26,3,0,1
TX002558,USR0053,2026-03-11,Servicio de streaming,242.21,USD,Ocio,Sí,Efectivo,servicio de streaming,2026,3,1,2,0,5.493925267667725,21,3,1,0
TX002425,USR0042,2026-04-05,Curso online,243.39,USD,Educación,Sí,Tarjeta de crédito,curso online,2026,4,2,6,1,5.498765309930058,12,2,1,0
TX002983,USR0036,2025-09-26,Salida recreativa,216.11,USD,Ocio,No,Billetera virtual,salida recreativa,2025,9,3,4,0,5.380404137546146,17,2,0,0
TX004054,USR0024,2025-10-17,Ajuste de cuenta,241.29,USD,Otros,No,Efectivo,ajuste de cuenta,2025,10,4,4,0,5.490135355819337,16,3,0,0
TX001287,USR0030,2025-10-30,Medicamentos,13.47,USD,Salud,No,Efectivo,medicamentos,2025,10,4,3,0,2.6720775406433925,12,1,0,0
