transaction_id,usuario_id,fecha,descripcion,monto,moneda,tipo,categoria,recurrente,medio_pago
TX045643,USR0276,2026-01-29,Electricidad,22.47,USD,GASTO,Servicios,Sí,Tarjeta de débito
TX011867,USR0572,2025-09-29,Carga de tarjeta de transporte,42.08,USD,GASTO,Transporte,No,Pago con QR
TX012293,USR0954,2026-05-29,Taxi,180,USD,GASTO,Transporte,No,Transferencia bancaria
TX068921,USR0533,2026-02-01,Depósito de haberes,3971.35,USD,INGRESO,Salario,Sí,Efectivo
TX010774,USR0357,2025-10-17,Taxi,148.76,USD,GASTO,Transporte,No,Tarjeta de débito
TX041754,USR0323,2026-05-08,Agua,369.48,USD,GASTO,Servicios,Sí,Tarjeta de crédito
TX004697,USR0504,2025-11-09,Compra en supermercado,198.68,USD,GASTO,Alimentación,No,Transferencia bancaria
TX054356,USR0527,2026-01-07,Cargo administrativo,402.7,USD,GASTO,Otros,No,Billetera digital
TX053345,USR0830,2026-04-01,Compra no identificada,459.54,USD,GASTO,Otros,No,Billetera digital
TX024096,USR0858,2025-12-04,Alquiler,331.22,USD,GASTO,Vivienda,Sí,Transferencia bancaria
TX000436,USR0766,2026-02-12,Cena,102.82,USD,GASTO,Alimentación,No,Pago con QR
TX055835,USR0677,2026-03-10,Pago extraordinario,203.07,USD,GASTO,Otros,No,Pago con QR
TX067551,USR0451,2026-01-07,Acreditación de salario,4365.78,USD,INGRESO,Salario,Sí,Depósito en cuenta
TX041023,USR0678,2025-10-01,Gas,243.31,USD,GASTO,Servicios,Sí,Tarjeta de crédito
TX070835,USR0646,2026-01-11,Reembolso de servicio,331.93,USD,INGRESO,Reintegro,No,Depósito en cuenta
TX046737,USR0696,2026-03-17,Artículos personales,163.28,USD,GASTO,Compras,No,Débito automático
TX042926,USR0112,2025-12-31,Agua,311.48,USD,GASTO,Servicios,Sí,Efectivo
TX010300,USR0617,2025-07-24,Combustible,83.93,USD,GASTO,Transporte,Sí,Tarjeta de débito
TX048427,USR0971,2025-10-07,Compra para mascotas,277.77,USD,GASTO,Compras,No,Pago con QR
TX006908,USR0575,2025-09-29,Transporte público,136.61,USD,GASTO,Transporte,No,Tarjeta de débito
TX028378,USR0197,2025-09-01,Inscripción a curso,1000,USD,GASTO,Educación,No,Billetera digital
TX035628,USR0188,2026-03-09,Servicio de streaming,92.05,USD,GASTO,Ocio,Sí,Billetera digital
TX016755,USR0931,2025-12-15,Farmacia,315.19,USD,GASTO,Salud,No,Tarjeta de crédito
TX045646,USR0126,2025-11-03,Servicio de televisión,183.59,USD,GASTO,Servicios,Sí,Tarjeta de crédito
TX049777,USR0590,2025-08-25,Artículos personales,47.01,USD,GASTO,Compras,No,Tarjeta de débito
TX050609,USR0402,2026-03-03,Artículos personales,123.67,USD,GASTO,Compras,No,Billetera digital
TX053768,USR0792,2025-08-06,Cargo administrativo,151.55,USD,GASTO,Otros,No,Pago con QR
TX002680,USR0029,2026-07-14,Cena,156.92,USD,GASTO,Alimentación,No,Débito automático
TX058977,USR0420,2026-01-11,Gasto eventual,181.56,USD,GASTO,Otros,No,Transferencia bancaria
TX000261,USR0056,2025-09-04,Panadería,47.59,USD,GASTO,Alimentación,No,Pago con QR
TX070384,USR0620,2025-08-08,Venta de producto,1907.4,USD,INGRESO,Venta,No,Depósito en cuenta
TX065884,USR0353,2026-05-12,Envío de dinero recibido,1062.43,USD,INGRESO,Transferencia recibida,No,Acreditación automática
TX054836,USR0373,2025-12-30,Compra no identificada,170.4,USD,GASTO,Otros,No,Pago con QR
TX037261,USR0076,2025-10-21,Salida recreativa,66.99,USD,GASTO,Ocio,Sí,Tarjeta de débito
TX040433,USR0686,2025-11-11,Servicio de televisión,222.34,USD,GASTO,Servicios,Sí,Débito automático
TX034513,USR0653,2026-05-20,Videojuego,40.96,USD,GASTO,Ocio,Sí,Efectivo
TX011831,USR0437,2026-04-05,Viaje por aplicación,180,USD,GASTO,Transporte,No,Pago con QR
TX045879,USR0820,2026-02-06,Electricidad,132.45,USD,GASTO,Servicios,Sí,Efectivo
TX076333,USR0971,2026-06-18,Devolución por cancelación,430.67,USD,INGRESO,Reintegro,No,Billetera digital
TX002622,USR0533,2026-05-05,Verdulería,178.4,USD,GASTO,Alimentación,Sí,Débito automático
TX049498,USR0650,2025-12-09,Compra de ropa,505.89,USD,GASTO,Compras,No,Tarjeta de débito
TX047097,USR0173,2025-07-17,Compra de calzado,302.25,USD,GASTO,Compras,No,Billetera digital
TX023901,USR0174,2025-12-16,Reparación de electrodoméstico,1221.4,USD,GASTO,Vivienda,No,Débito automático
TX017139,USR0349,2026-04-05,Consulta médica,474.3,USD,GASTO,Salud,No,Tarjeta de crédito
TX017601,USR0144,2026-04-17,Estudio médico,500,USD,GASTO,Salud,No,Pago con QR
TX058789,USR0616,2026-03-09,Comisión bancaria,380.59,USD,GASTO,Otros,No,Billetera digital
TX056052,USR0994,2026-06-16,Comisión bancaria,227.99,USD,GASTO,Otros,No,Pago con QR
TX036272,USR0995,2026-05-23,Parque recreativo,93.42,USD,GASTO,Ocio,No,Efectivo
TX068843,USR0528,2026-02-05,Transferencia recibida,1168.67,USD,INGRESO,Transferencia recibida,No,Transferencia bancaria
TX019085,USR0657,2026-01-25,Medicamentos,457.83,USD,GASTO,Salud,No,Débito automático
TX069595,USR0573,2025-09-08,Pago del empleador,6815.53,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX027992,USR0518,2026-06-14,Papelería,232.34,USD,GASTO,Educación,No,Débito automático
TX051523,USR0450,2025-10-13,Compra por internet,675.96,USD,GASTO,Compras,No,Pago con QR
TX026406,USR0477,2026-02-19,Reparación de electrodoméstico,730.1,USD,GASTO,Vivienda,No,Tarjeta de débito
TX044240,USR0126,2025-10-29,Servicio de internet,181.41,USD,GASTO,Servicios,Sí,Débito automático
TX066379,USR0384,2026-06-06,Pago de nómina,2522.34,USD,INGRESO,Salario,Sí,Billetera digital
TX028243,USR0966,2026-04-09,Capacitación,1000,USD,GASTO,Educación,Sí,Pago con QR
TX018209,USR0188,2026-05-25,Kinesiología,301.29,USD,GASTO,Salud,No,Billetera digital
TX020272,USR0268,2026-04-18,Reparación de electrodoméstico,801.66,USD,GASTO,Vivienda,No,Transferencia bancaria
TX016855,USR0278,2026-02-14,Farmacia,151.12,USD,GASTO,Salud,No,Pago con QR
TX053358,USR0652,2026-06-08,Compra no identificada,496.72,USD,GASTO,Otros,No,Billetera digital
TX076095,USR0957,2026-03-20,Transferencia entrante,1113.62,USD,INGRESO,Transferencia recibida,No,Efectivo
TX026753,USR0918,2026-02-11,Clases particulares,769.8,USD,GASTO,Educación,No,Débito automático
TX005339,USR0739,2026-05-21,Comida a domicilio,38.3,USD,GASTO,Alimentación,No,Efectivo
TX034232,USR0600,2026-06-11,Evento cultural,69.95,USD,GASTO,Ocio,No,Tarjeta de crédito
TX067972,USR0477,2026-03-09,Remuneración mensual,2233.5,USD,INGRESO,Salario,Sí,Acreditación automática
TX069155,USR0546,2025-12-16,Ajuste a favor,278.32,USD,INGRESO,Reintegro,No,Transferencia bancaria
TX006900,USR0709,2026-06-28,Pasaje de autobús,87.68,USD,GASTO,Transporte,No,Efectivo
TX075997,USR0952,2025-10-03,Pago de nómina,3849.09,USD,INGRESO,Salario,Sí,Acreditación automática
TX021755,USR0149,2026-02-03,Reparación del hogar,302.43,USD,GASTO,Vivienda,No,Débito automático
TX016603,USR0227,2026-04-19,Lentes,119.52,USD,GASTO,Salud,No,Billetera digital
TX058264,USR0830,2025-10-05,Cargo administrativo,11.56,USD,GASTO,Otros,No,Billetera digital
TX060704,USR0043,2025-10-01,Pago de salario,1903.2,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX025388,USR0435,2025-11-15,Reparación del hogar,943.88,USD,GASTO,Vivienda,No,Transferencia bancaria
TX019654,USR0542,2026-04-19,Estudio médico,389.89,USD,GASTO,Salud,No,Débito automático
TX002706,USR0793,2026-03-30,Compra en supermercado,30.45,USD,GASTO,Alimentación,No,Débito automático
TX012450,USR0518,2025-07-20,Pasaje de autobús,17.85,USD,GASTO,Transporte,No,Pago con QR
TX004874,USR0148,2026-01-10,Almuerzo,200,USD,GASTO,Alimentación,Sí,Pago con QR
TX036699,USR0840,2026-01-26,Actividad recreativa,166.12,USD,GASTO,Ocio,No,Pago con QR
TX056830,USR0084,2026-01-01,Comisión bancaria,89.25,USD,GASTO,Otros,No,Pago con QR
TX016430,USR0395,2026-04-10,Medicamentos,164.7,USD,GASTO,Salud,No,Transferencia bancaria
TX064125,USR0248,2026-07-04,Pago de nómina,4484.13,USD,INGRESO,Salario,Sí,Billetera digital
TX014464,USR0532,2026-02-02,Seguro de salud,500,USD,GASTO,Salud,Sí,Efectivo
TX018723,USR0814,2025-09-08,Consulta médica,399.04,USD,GASTO,Salud,No,Billetera digital
TX046596,USR0880,2026-05-12,Servicio de mantenimiento,186.17,USD,GASTO,Servicios,No,Billetera digital
TX029297,USR0264,2026-04-14,Cuota educativa,401.97,USD,GASTO,Educación,Sí,Billetera digital
TX038934,USR0697,2026-03-31,Parque recreativo,140.93,USD,GASTO,Ocio,No,Efectivo
TX047116,USR0985,2026-04-01,Compra de calzado,841.96,USD,GASTO,Compras,No,Efectivo
TX070027,USR0598,2026-02-17,Transferencia entrante,957.38,USD,INGRESO,Transferencia recibida,No,Transferencia bancaria
TX057714,USR0481,2025-11-07,Otro gasto,320.63,USD,GASTO,Otros,No,Transferencia bancaria
TX065249,USR0314,2025-09-27,Transferencia de tercero,1257.01,USD,INGRESO,Transferencia recibida,No,Billetera digital
TX022982,USR0994,2026-04-18,Hipoteca,1565.16,USD,GASTO,Vivienda,Sí,Efectivo
TX059845,USR0983,2025-09-28,Donación,29.87,USD,GASTO,Otros,No,Tarjeta de débito
TX041732,USR0581,2025-11-23,Servicio de internet,400,USD,GASTO,Servicios,Sí,Efectivo
TX043834,USR0479,2025-07-18,Telefonía móvil,211.58,USD,GASTO,Servicios,Sí,Efectivo
TX032990,USR0750,2026-05-28,Capacitación,633.91,USD,GASTO,Educación,No,Transferencia bancaria
TX071160,USR0667,2026-03-10,Depósito de haberes,5802.3,USD,INGRESO,Salario,Sí,Depósito en cuenta
TX002451,USR0241,2026-02-10,Panadería,200,USD,GASTO,Alimentación,No,Pago con QR
TX076592,USR0987,2026-02-04,Acreditación de salario,1706.67,USD,INGRESO,Salario,Sí,Depósito en cuenta
TX027223,USR0918,2025-10-10,Cuota educativa,146.51,USD,GASTO,Educación,Sí,Billetera digital
TX041100,USR0635,2025-08-23,Servicio de internet,153.98,USD,GASTO,Servicios,Sí,Efectivo
TX053211,USR0079,2026-05-22,Compra por internet,10,USD,GASTO,Compras,Sí,Pago con QR
TX070238,USR0611,2025-09-09,Depósito de haberes,4941.7,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX070205,USR0609,2025-08-02,Sueldo mensual,2424.12,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX025185,USR0343,2026-01-14,Alquiler,2000,USD,GASTO,Vivienda,Sí,Pago con QR
TX064721,USR0282,2025-07-20,Dinero recibido,794.99,USD,INGRESO,Transferencia recibida,No,Transferencia bancaria
TX016154,USR0599,2025-10-23,Seguro de salud,293.67,USD,GASTO,Salud,Sí,Transferencia bancaria
TX070327,USR0617,2025-08-07,Depósito de haberes,3260.8,USD,INGRESO,Salario,Sí,Billetera digital
TX071872,USR0708,2026-04-01,Pago de nómina,1440.06,USD,INGRESO,Salario,Sí,Efectivo
TX014344,USR0274,2025-10-07,Lentes,132.61,USD,GASTO,Salud,No,Billetera digital
TX027040,USR0010,2026-04-24,Clases particulares,353.45,USD,GASTO,Educación,No,Billetera digital
TX075748,USR0938,2026-06-04,Pago de nómina,1607.65,USD,INGRESO,Salario,Sí,Billetera digital
TX016625,USR0394,2025-08-31,Consulta médica,104.1,USD,GASTO,Salud,No,Transferencia bancaria
TX014153,USR0004,2026-04-04,Seguro de salud,279.18,USD,GASTO,Salud,Sí,Transferencia bancaria
TX024554,USR0989,2025-10-10,Materiales de construcción,721.22,USD,GASTO,Vivienda,No,Billetera digital
TX006326,USR0291,2026-05-02,Almuerzo,128.7,USD,GASTO,Alimentación,No,Débito automático
TX076421,USR0976,2026-04-18,Venta de servicio,182.87,USD,INGRESO,Venta,No,Depósito en cuenta
TX060228,USR0013,2025-08-04,Remuneración mensual,5090.72,USD,INGRESO,Salario,Sí,Acreditación automática
TX056621,USR0552,2026-07-15,Retiro de efectivo,338.89,USD,GASTO,Otros,No,Transferencia bancaria
TX062792,USR0167,2026-04-07,Pago de salario,6650.59,USD,INGRESO,Salario,Sí,Billetera digital
TX048817,USR0550,2025-09-17,Artículos personales,181.87,USD,GASTO,Compras,No,Tarjeta de débito
TX039715,USR0750,2026-02-19,Entrada de cine,157.98,USD,GASTO,Ocio,No,Efectivo
TX074594,USR0865,2026-05-03,Bonificación acreditada,16.5,USD,INGRESO,Reintegro,No,Transferencia bancaria
TX031156,USR0808,2025-12-31,Compra de libros,28.27,USD,GASTO,Educación,No,Tarjeta de crédito
TX030934,USR0275,2026-01-31,Cuota educativa,190.28,USD,GASTO,Educación,Sí,Transferencia bancaria
TX024841,USR0291,2026-06-07,Materiales de construcción,1121.67,USD,GASTO,Vivienda,No,Efectivo
TX070025,USR0598,2025-09-05,Cobro de sueldo,1346.83,USD,INGRESO,Salario,Sí,Acreditación automática
TX064013,USR0240,2026-05-19,Reintegro bancario,413.47,USD,INGRESO,Reintegro,No,Depósito en cuenta
TX004647,USR0172,2026-01-10,Compra de alimentos,65.76,USD,GASTO,Alimentación,No,Efectivo
TX068546,USR0510,2025-09-27,Pago recibido por venta,724.1,USD,INGRESO,Venta,No,Transferencia bancaria
TX056024,USR0968,2026-01-11,Otro gasto,34.15,USD,GASTO,Otros,Sí,Débito automático
TX034467,USR0358,2025-08-05,Hobby,233.6,USD,GASTO,Ocio,No,Billetera digital
TX066694,USR0402,2026-06-08,Acreditación de salario,2670.17,USD,INGRESO,Salario,Sí,Depósito en cuenta
TX020195,USR0234,2025-10-06,Alquiler,536.3,USD,GASTO,Vivienda,Sí,Pago con QR
TX052448,USR0867,2026-05-16,Compra de herramientas,525.65,USD,GASTO,Compras,No,Tarjeta de débito
TX007751,USR0857,2025-09-28,Combustible,180,USD,GASTO,Transporte,No,Tarjeta de débito
TX039048,USR0740,2026-05-30,Hobby,300,USD,GASTO,Ocio,Sí,Débito automático
TX028062,USR0491,2025-09-25,Cuota educativa,1000,USD,GASTO,Educación,Sí,Tarjeta de crédito
TX052512,USR0519,2025-10-14,Compra de electrodoméstico,1000,USD,GASTO,Compras,Sí,Tarjeta de crédito
TX024989,USR0725,2026-06-26,Seguro del hogar,1975.68,USD,GASTO,Vivienda,Sí,Efectivo
TX062908,USR0174,2026-02-02,Depósito de haberes,2139.49,USD,INGRESO,Salario,Sí,Depósito en cuenta
TX055776,USR0973,2026-06-17,Gasto eventual,293.22,USD,GASTO,Otros,No,Débito automático
TX034713,USR0684,2025-09-05,Entrada de cine,88.14,USD,GASTO,Ocio,No,Efectivo
TX012932,USR0094,2025-11-04,Viaje por aplicación,123.62,USD,GASTO,Transporte,No,Débito automático
TX001052,USR0240,2026-04-11,Cafetería,23.46,USD,GASTO,Alimentación,No,Transferencia bancaria
TX043746,USR0875,2026-02-16,Servicio de seguridad,46.38,USD,GASTO,Servicios,No,Tarjeta de débito
TX005980,USR0193,2026-05-22,Almuerzo,108.41,USD,GASTO,Alimentación,No,Efectivo
TX070593,USR0633,2026-06-05,Fondos recibidos,1099.34,USD,INGRESO,Transferencia recibida,No,Billetera digital
TX031474,USR0900,2026-06-28,Curso online,114.23,USD,GASTO,Educación,No,Transferencia bancaria
TX069379,USR0559,2025-11-17,Venta de servicio,1457.23,USD,INGRESO,Venta,No,Efectivo
TX037181,USR0161,2026-06-28,Parque recreativo,110.83,USD,GASTO,Ocio,Sí,Débito automático
TX020624,USR0783,2025-10-03,Hipoteca,419.61,USD,GASTO,Vivienda,Sí,Débito automático
TX075114,USR0897,2026-05-06,Acreditación de salario,6235.57,USD,INGRESO,Salario,Sí,Depósito en cuenta
TX012490,USR0962,2025-08-08,Estacionamiento,93.0,USD,GASTO,Transporte,Sí,Transferencia bancaria
TX015470,USR0515,2025-10-09,Consulta médica,500,USD,GASTO,Salud,No,Tarjeta de crédito
TX000262,USR0938,2026-03-18,Almuerzo,78.25,USD,GASTO,Alimentación,No,Tarjeta de crédito
TX056724,USR0600,2026-01-20,Donación,500,USD,GASTO,Otros,No,Billetera digital
TX045377,USR0417,2025-11-29,Electricidad,400,USD,GASTO,Servicios,Sí,Tarjeta de crédito
TX004262,USR0104,2025-12-21,Verdulería,200,USD,GASTO,Alimentación,No,Tarjeta de débito
TX067547,USR0451,2026-05-04,Remuneración mensual,4459.27,USD,INGRESO,Salario,Sí,Acreditación automática
TX002049,USR0511,2026-07-17,Verdulería,101.46,USD,GASTO,Alimentación,No,Tarjeta de crédito
TX038600,USR0742,2025-08-15,Parque recreativo,246.73,USD,GASTO,Ocio,No,Efectivo
TX013051,USR0213,2026-05-01,Pasaje de autobús,70.96,USD,GASTO,Transporte,Sí,Transferencia bancaria
TX047272,USR0931,2026-06-14,Compra de herramientas,870.55,USD,GASTO,Compras,No,Débito automático
TX004492,USR0994,2025-10-29,Comida a domicilio,151.79,USD,GASTO,Alimentación,No,Billetera digital
TX018622,USR0918,2025-09-03,Análisis clínicos,318.32,USD,GASTO,Salud,No,Tarjeta de crédito
TX072501,USR0743,2026-01-17,Transferencia entrante,1258.85,USD,INGRESO,Transferencia recibida,No,Transferencia bancaria
TX000286,USR0935,2026-03-01,Panadería,34.77,USD,GASTO,Alimentación,No,Transferencia bancaria
TX065573,USR0335,2026-02-09,Pago de nómina,1257.97,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX030012,USR0172,2025-12-15,Capacitación,257.19,USD,GASTO,Educación,No,Efectivo
TX068264,USR0494,2026-04-06,Remuneración mensual,5119.34,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX030502,USR0083,2026-01-10,Material de estudio,163.04,USD,GASTO,Educación,No,Efectivo
TX037016,USR0857,2025-12-28,Entrada de cine,40.9,USD,GASTO,Ocio,No,Tarjeta de crédito
TX059668,USR0838,2026-05-08,Ajuste de cuenta,500,USD,GASTO,Otros,No,Billetera digital
TX009106,USR0101,2026-05-14,Pasaje de tren,63.73,USD,GASTO,Transporte,Sí,Tarjeta de débito
TX036919,USR0043,2026-02-17,Concierto,108.02,USD,GASTO,Ocio,No,Efectivo
TX010981,USR0328,2025-09-27,Pasaje de tren,180,USD,GASTO,Transporte,No,Pago con QR
TX024242,USR0311,2026-01-09,Reparación de electrodoméstico,1731.88,USD,GASTO,Vivienda,No,Débito automático
TX022404,USR0490,2026-02-12,Servicio de limpieza,723.72,USD,GASTO,Vivienda,Sí,Tarjeta de débito
TX031363,USR0142,2025-09-25,Papelería,289.14,USD,GASTO,Educación,No,Transferencia bancaria
TX023877,USR0547,2026-04-01,Mantenimiento del hogar,944.7,USD,GASTO,Vivienda,No,Billetera digital
TX038152,USR0524,2025-12-20,Entrada de cine,145.21,USD,GASTO,Ocio,No,Billetera digital
TX015006,USR0823,2025-08-26,Consulta médica,194.06,USD,GASTO,Salud,No,Transferencia bancaria
TX031251,USR0613,2025-10-03,Curso online,950.41,USD,GASTO,Educación,No,Billetera digital
TX029381,USR0783,2025-12-27,Plataforma educativa,642.79,USD,GASTO,Educación,Sí,Efectivo
TX028898,USR0203,2025-12-27,Cuota educativa,13.73,USD,GASTO,Educación,Sí,Tarjeta de débito
TX075404,USR0916,2026-04-03,Depósito de haberes,5047.26,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX018484,USR0103,2026-01-21,Análisis clínicos,165.67,USD,GASTO,Salud,No,Transferencia bancaria
TX046783,USR0268,2026-04-01,Compra para mascotas,191.3,USD,GASTO,Compras,No,Efectivo
TX035178,USR0643,2026-03-14,Entrada de cine,291.87,USD,GASTO,Ocio,No,Tarjeta de débito
TX060798,USR0048,2026-06-05,Pago del empleador,6386.37,USD,INGRESO,Salario,Sí,Efectivo
TX051525,USR0853,2026-03-09,Compra de herramientas,1000,USD,GASTO,Compras,Sí,Pago con QR
TX037332,USR0015,2026-03-26,Concierto,165.3,USD,GASTO,Ocio,No,Pago con QR
TX021609,USR0491,2025-09-05,Servicio de limpieza,1301.08,USD,GASTO,Vivienda,No,Tarjeta de crédito
TX023369,USR0530,2025-08-17,Seguro del hogar,1297.12,USD,GASTO,Vivienda,Sí,Billetera digital
TX073485,USR0802,2026-05-04,Cobro de sueldo,3952.39,USD,INGRESO,Salario,Sí,Billetera digital
TX046305,USR0607,2025-07-20,Servicio de internet,10,USD,GASTO,Servicios,Sí,Pago con QR
TX054528,USR0114,2025-11-22,Donación,399.92,USD,GASTO,Otros,No,Débito automático
TX006677,USR0505,2026-06-08,Mantenimiento del vehículo,151.58,USD,GASTO,Transporte,No,Tarjeta de crédito
TX018002,USR0475,2026-02-24,Seguro de salud,85.81,USD,GASTO,Salud,Sí,Pago con QR
TX049366,USR0907,2025-08-18,Artículos personales,419.49,USD,GASTO,Compras,No,Efectivo
TX046134,USR0260,2026-01-30,Gas,244.43,USD,GASTO,Servicios,Sí,Billetera digital
TX009352,USR0472,2025-08-27,Viaje por aplicación,31.69,USD,GASTO,Transporte,No,Pago con QR
TX061570,USR0094,2026-01-07,Pago de nómina,3288.83,USD,INGRESO,Salario,Sí,Efectivo
TX057524,USR0359,2026-01-11,Ajuste de cuenta,73.43,USD,GASTO,Otros,No,Tarjeta de crédito
TX038488,USR0275,2025-11-17,Salida recreativa,165.68,USD,GASTO,Ocio,Sí,Efectivo
TX032443,USR0737,2026-02-21,Compra de libros,820.59,USD,GASTO,Educación,No,Billetera digital
TX011812,USR0033,2026-04-22,Transporte público,67.7,USD,GASTO,Transporte,No,Pago con QR
TX006195,USR0795,2026-03-21,Comida a domicilio,25.92,USD,GASTO,Alimentación,No,Tarjeta de débito
TX013322,USR0558,2025-09-09,Pasaje de tren,180,USD,GASTO,Transporte,No,Transferencia bancaria
TX047575,USR0407,2026-05-15,Compra de accesorios,294.99,USD,GASTO,Compras,Sí,Tarjeta de crédito
TX036112,USR0141,2026-06-20,Parque recreativo,197.56,USD,GASTO,Ocio,No,Efectivo
TX048982,USR0546,2025-07-20,Compra de cosmética,881.22,USD,GASTO,Compras,No,Efectivo
TX060057,USR0004,2026-03-07,Depósito de haberes,3700.24,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX046320,USR0541,2025-07-20,Servicio de internet,143.32,USD,GASTO,Servicios,Sí,Tarjeta de crédito
TX076249,USR0967,2026-03-03,Acreditación de salario,1911.58,USD,INGRESO,Salario,Sí,Acreditación automática
TX066105,USR0366,2025-09-16,Venta de servicio,863.24,USD,INGRESO,Venta,No,Transferencia bancaria
TX039138,USR0974,2025-09-12,Servicio de streaming,44.83,USD,GASTO,Ocio,Sí,Billetera digital
TX050828,USR0863,2025-07-27,Compra de tecnología,198.11,USD,GASTO,Compras,No,Efectivo
TX051532,USR0570,2026-06-09,Compra de tecnología,1000,USD,GASTO,Compras,No,Transferencia bancaria
TX047095,USR0038,2026-02-13,Compra por internet,1000,USD,GASTO,Compras,Sí,Transferencia bancaria
TX066134,USR0368,2026-02-02,Depósito de haberes,3592.36,USD,INGRESO,Salario,Sí,Efectivo
TX013189,USR0087,2025-12-02,Transporte público,28.6,USD,GASTO,Transporte,No,Tarjeta de débito
TX043378,USR0473,2026-07-14,Servicio de televisión,217.59,USD,GASTO,Servicios,Sí,Efectivo
TX002119,USR0671,2026-04-11,Cena,40.55,USD,GASTO,Alimentación,No,Débito automático
TX054363,USR0720,2025-10-04,Donación,500,USD,GASTO,Otros,No,Pago con QR
TX039265,USR0216,2026-02-16,Suscripción de música,300,USD,GASTO,Ocio,No,Tarjeta de crédito
TX032224,USR0091,2025-08-30,Capacitación,879.14,USD,GASTO,Educación,No,Tarjeta de débito
TX032039,USR0676,2026-03-08,Clases particulares,79.22,USD,GASTO,Educación,No,Pago con QR
TX009164,USR0998,2026-04-26,Peaje,81.94,USD,GASTO,Transporte,No,Pago con QR
TX053779,USR0952,2025-10-11,Otro gasto,80.09,USD,GASTO,Otros,No,Transferencia bancaria
TX035664,USR0992,2026-01-07,Hobby,76.95,USD,GASTO,Ocio,No,Billetera digital
TX033784,USR0555,2026-05-12,Actividad recreativa,17.91,USD,GASTO,Ocio,No,Débito automático
TX028135,USR0099,2025-08-16,Capacitación,466.02,USD,GASTO,Educación,No,Tarjeta de crédito
TX049727,USR0386,2026-02-24,Compra de accesorios,292.39,USD,GASTO,Compras,Sí,Tarjeta de crédito
TX064877,USR0291,2025-12-08,Cobro de sueldo,3713.31,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX038970,USR0934,2026-05-20,Servicio de streaming,200.47,USD,GASTO,Ocio,Sí,Tarjeta de débito
TX065991,USR0359,2026-02-21,Dinero devuelto,329.06,USD,INGRESO,Reintegro,No,Acreditación automática
TX064004,USR0240,2025-12-07,Pago de salario,1369.82,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX028195,USR0168,2025-10-01,Clases particulares,1000,USD,GASTO,Educación,No,Billetera digital
TX026135,USR0719,2025-08-22,Materiales de construcción,1940.17,USD,GASTO,Vivienda,No,Tarjeta de débito
TX016628,USR0586,2026-05-04,Análisis clínicos,206.45,USD,GASTO,Salud,No,Pago con QR
TX045090,USR0742,2025-12-05,Servicio de mantenimiento,69.48,USD,GASTO,Servicios,Sí,Pago con QR
TX000008,USR0806,2026-06-19,Verdulería,200,USD,GASTO,Alimentación,No,Efectivo
TX051044,USR0213,2025-07-25,Compra de accesorios,425.05,USD,GASTO,Compras,No,Tarjeta de débito
TX027673,USR0578,2025-08-09,Cuota educativa,674.16,USD,GASTO,Educación,Sí,Tarjeta de débito
TX061103,USR0066,2025-12-08,Sueldo mensual,1417.02,USD,INGRESO,Salario,Sí,Acreditación automática
TX028785,USR0602,2026-01-08,Papelería,612.06,USD,GASTO,Educación,No,Transferencia bancaria
TX025482,USR0985,2026-04-05,Materiales de construcción,487.59,USD,GASTO,Vivienda,No,Efectivo
TX054593,USR0388,2026-05-08,Pago extraordinario,151.1,USD,GASTO,Otros,Sí,Tarjeta de crédito
TX026676,USR0263,2026-03-09,Papelería,879.3,USD,GASTO,Educación,Sí,Tarjeta de crédito
TX043998,USR0482,2025-09-22,Servicio de televisión,87.3,USD,GASTO,Servicios,Sí,Efectivo
TX052525,USR0122,2026-02-24,Compra por internet,836.68,USD,GASTO,Compras,No,Pago con QR
TX009965,USR0374,2025-08-14,Viaje por aplicación,71.67,USD,GASTO,Transporte,No,Efectivo
TX010226,USR0510,2025-12-08,Mantenimiento del vehículo,15.05,USD,GASTO,Transporte,No,Débito automático
TX044849,USR0950,2025-09-25,Electricidad,109.38,USD,GASTO,Servicios,Sí,Pago con QR
TX047203,USR0028,2026-02-28,Compra de cosmética,474.15,USD,GASTO,Compras,Sí,Pago con QR
TX032644,USR0460,2026-01-05,Clases particulares,1000,USD,GASTO,Educación,Sí,Tarjeta de crédito
TX008670,USR0569,2025-12-26,Pasaje de autobús,87.56,USD,GASTO,Transporte,No,Billetera digital
TX040530,USR0522,2025-12-20,Telefonía fija,400,USD,GASTO,Servicios,Sí,Débito automático
TX021873,USR0477,2026-02-02,Mantenimiento del hogar,773.93,USD,GASTO,Vivienda,No,Débito automático
TX071038,USR0659,2026-01-02,Pago de nómina,6018.25,USD,INGRESO,Salario,Sí,Acreditación automática
TX028958,USR0218,2026-02-01,Papelería,300.23,USD,GASTO,Educación,No,Pago con QR
TX007229,USR0295,2025-10-29,Transporte público,180,USD,GASTO,Transporte,Sí,Efectivo
